id,class
76AAF99B64,1
77B14A7C59,2
78328F7B5A,3
79238F26A6,1
796805FC8D,1
798013C730,1
7B0702E9FD,1
7B1861BDDA,4
7B8E172B66,3
7C3A14C530,1
7D0026F72E,2
7EE4993750,2
7F0F326EA2,0
7F181EDA25,1
808B09916A,2
81A37EC9AC,1
81BEE1F0DE,3
84353EE4DB,4
844427FE89,4
84B0E2153E,1
84BFE30019,4
864875FBBE,2
86B9F51B85,2
8722663F31,2
87A4969FED,3
87D160DF61,4
883538D253,2
88DE9A0DA4,3
896F257E36,3
89BB0929A5,2
89BD0A4EF1,0
89F11A1583,0
8A1BE95669,1
8B0CB98C5C,0
8C15F15BFE,1
8C3961969E,2
8C920CE63A,1
8CA573420D,2
8D4A3BB275,3
8D647EED28,0
8E4CB88CC5,1
8E5CC39832,2
8E8DBF8BCF,0
911995A7BB,1
933DD144D6,4
93AC3DA7A9,1
943EEFB9B6,0
944B3EC9DB,4
9480733643,4
94CFFD34C6,0
958E1D13DE,3
95A9B0E62F,1
95CA6CE44E,2
95E877744F,3
97C33A960F,4
987B12DA46,1
98B0A29127,3
98C927CF89,3
98DFCDCDF5,2
995C7B8D1E,1
99A4217569,2
9B1927E112,2
9B563E666C,0
9CC0364979,3
9E93633EC5,2
9F74FBB693,3
A044294D03,0
A06E7B2B3D,1
A2FBBCE882,1
A33867A445,2
A383435481,2
A43A8BE8B0,3
A450FE11D5,1
A465E89804,4
A4E04413DD,3
A5822E30CE,1
A595081686,0
A772C33ACC,1
A850C101B5,2
A9143FD0AE,1
AB001A03CC,4
ABA2AB52B9,2
AC9452A124,3
AD228F7669,1
AEC487159E,4
AFE75C7A36,1
B0885A6B6A,2
B17256020C,3
B32DC55C9C,3
B35961761D,0
B3764C086C,0
B4EA17A404,3
B509A8A1E7,1
B579D93F3C,3
B5838F3D73,1
B5844A85AD,3
B63DAB3AD8,2
B68637C002,3
B700AC2705,2
B7141FBE9E,2
B737DECC6E,2
B7C62F06E0,2
B7FEADE8E3,3
B94FC929D8,2
B9CA8A32DF,4
B9F95E901E,1
BA98021FA5,1
BA9DF7ADEE,0
BAF4F42D39,4
BB17006A63,3
BB745EA3C1,4
BBAC3FC2EE,4
BBB52E38C3,1
BC7E817CDE,4
BD5451DF52,1
BDAFB65A2A,4
BE23F3CC81,4
BE2CA92827,1
BE73FDE831,4
BE97527F24,1
BECC3BBD17,1
BF18A8E759,2
BF1D3224B2,3
BF61FFBC1C,3
BF6A21B516,2
BF9E70AFF9,2
C18C7E50D2,1
C19DB34416,2
C22F6173D7,1
C276EF0A58,4
C295EDF8BF,4
C2ADD7C478,1
C2EFD314BA,4
C30AD8A4A8,1
C3C880EF02,1
C3D8B23B69,1
C415C04F50,0
C4E0F2445F,1
C56B5CDC6B,1
C574183F0C,4
C5D38BB72E,4
C5EB5E8942,4
C687A5BC34,4
C722755EAE,4
C7CAFFAB34,3
C87E3F6C8A,3
CB067524B6,4
CB9FF88AAC,4
CC3137D213,1
CC487EB3FA,0
CCE602336F,2
CD5A8856CF,1
CEA1BAF3FD,0
CEA7DC65DD,3
CF26F3A06A,2
CF6636D979,0
D0EAEC6852,2
D0F620BA98,1
D10ED99F97,1
D12F125A33,3
D16FAB0C67,0
D1D54C7679,1
D2C2A30BBD,3
D3D911F948,1
D41ABE1C96,3
D55C79699E,2
D5775312BA,2
D5DC1D9EB8,3
D608B2F8EA,0
D620F72A3C,3
D789A56ECA,3
D83B73195D,1
D8A276BF30,3
D8DC2E8B30,3
D8EA9167E4,3
D916A67DAF,2
DA029182F0,4
DA7AE1BA0F,4
DAD8D52C28,4
DB7D4CBCF5,3
DB9EDFE750,2
DCBE5DDA63,4
DD6D7F2710,3
DE293981F6,0
DFBFBB1F34,3
E1B2E2B632,1
E2430869CF,0
E2BDD9164C,2
E37060B377,0
E48ECD7FB5,4
E6A9AED5E7,3
E6C7BCED4B,2
E7AE487D2D,3
E9D679FD27,3
EAAE22DA59,1
EAF9ED2E0D,1
EBE9C7DC11,1
EBEDB1DF7B,3
ECF1F26002,4
ED0602ECCF,2
EFEFE3ACC4,3
F036D71AF0,4
F187E09CD7,2
F1A140E07B,4
F1FB9BD260,0
F2CA25AB1A,4
F421E3CB34,1
F61B1BB71B,0
F67FC5C3E2,4
F86382F03A,2
F9607BA38B,1
F9F8F01AD0,2
FA228FC0CF,2
FAC04BFD86,3
FC072E93FE,1
FC4286FA19,0
FCED87FC66,2
FD7D1D9503,1
FDBBFB374B,1
FE1A7A2598,1
FE7571BBC1,1
FEE3BE9A0C,0
FF62AE7D8D,2
FF70B5A6CB,3
