id,class
7B0702E9FD,2
7B1861BDDA,0
7B8E172B66,0
7C3A14C530,1
7D0026F72E,2
7EE4993750,2
7F0F326EA2,1
7F181EDA25,0
808B09916A,0
81A37EC9AC,1
81BEE1F0DE,1
84353EE4DB,1
844427FE89,4
84B0E2153E,1
84BFE30019,0
864875FBBE,0
86B9F51B85,3
8722663F31,0
87A4969FED,1
87D160DF61,0
883538D253,2
88DE9A0DA4,1
896F257E36,0
89BB0929A5,0
89BD0A4EF1,0
89F11A1583,0
8A1BE95669,1
8B0CB98C5C,2
8C15F15BFE,1
8C3961969E,1
8C920CE63A,1
8CA573420D,0
8D4A3BB275,2
8D647EED28,0
8E4CB88CC5,1
8E5CC39832,1
8E8DBF8BCF,4
911995A7BB,1
933DD144D6,0
93AC3DA7A9,1
943EEFB9B6,0
944B3EC9DB,1
9480733643,0
94CFFD34C6,0
958E1D13DE,3
95A9B0E62F,1
95CA6CE44E,0
95E877744F,3
97C33A960F,0
987B12DA46,1
98B0A29127,3
98C927CF89,4
98DFCDCDF5,3
995C7B8D1E,1
99A4217569,0
9B1927E112,0
9B563E666C,0
9CC0364979,3
9E93633EC5,1
9F74FBB693,3
A044294D03,1
A06E7B2B3D,1
A2FBBCE882,1
A33867A445,1
A383435481,1
A43A8BE8B0,0
A450FE11D5,3
A465E89804,4
A4E04413DD,1
A5822E30CE,1
A595081686,0
A772C33ACC,1
A850C101B5,0
A9143FD0AE,1
AB001A03CC,1
ABA2AB52B9,0
AC9452A124,0
AD228F7669,1
AEC487159E,0
AFE75C7A36,1
B0885A6B6A,1
B17256020C,3
B32DC55C9C,3
B35961761D,1
B3764C086C,3
B4EA17A404,1
B509A8A1E7,2
B579D93F3C,3
B5838F3D73,2
B5844A85AD,3
B63DAB3AD8,3
B68637C002,3
B700AC2705,1
B7141FBE9E,0
B737DECC6E,3
B7C62F06E0,2
B7FEADE8E3,1
B94FC929D8,1
B9CA8A32DF,3
B9F95E901E,4
BA98021FA5,1
BA9DF7ADEE,1
BAF4F42D39,4
BB17006A63,1
BB745EA3C1,0
BBAC3FC2EE,4
BBB52E38C3,1
BC7E817CDE,4
BD5451DF52,1
BDAFB65A2A,1
BE23F3CC81,1
BE2CA92827,0
BE73FDE831,2
BE97527F24,2
BECC3BBD17,1
BF18A8E759,1
BF1D3224B2,0
BF61FFBC1C,1
BF6A21B516,2
BF9E70AFF9,1
C18C7E50D2,1
C19DB34416,2
C22F6173D7,1
C276EF0A58,1
C295EDF8BF,3
C2ADD7C478,3
C2EFD314BA,1
C30AD8A4A8,3
C3C880EF02,1
C3D8B23B69,1
C415C04F50,1
C4E0F2445F,3
C56B5CDC6B,1
C574183F0C,1
C5D38BB72E,0
C5EB5E8942,0
C687A5BC34,0
C722755EAE,1
C7CAFFAB34,3
C87E3F6C8A,0
CB067524B6,1
CB9FF88AAC,0
CC3137D213,0
CC487EB3FA,0
CCE602336F,1
CD5A8856CF,1
CEA1BAF3FD,0
CEA7DC65DD,0
CF26F3A06A,0
CF6636D979,0
D0EAEC6852,0
D0F620BA98,1
D10ED99F97,1
D12F125A33,2
D16FAB0C67,0
D1D54C7679,1
D2C2A30BBD,0
D3D911F948,1
D41ABE1C96,1
D55C79699E,1
D5775312BA,2
D5DC1D9EB8,3
D608B2F8EA,1
D620F72A3C,3
D789A56ECA,1
D83B73195D,1
D8A276BF30,0
D8DC2E8B30,3
D8EA9167E4,1
D916A67DAF,2
DA029182F0,1
DA7AE1BA0F,4
DAD8D52C28,3
DB7D4CBCF5,3
DB9EDFE750,2
DCBE5DDA63,4
DD6D7F2710,1
DE293981F6,0
DFBFBB1F34,1
E1B2E2B632,3
E2430869CF,1
E2BDD9164C,1
E37060B377,0
E48ECD7FB5,2
E6A9AED5E7,3
E6C7BCED4B,0
E7AE487D2D,3
E9D679FD27,3
EAAE22DA59,0
EAF9ED2E0D,0
EBE9C7DC11,1
EBEDB1DF7B,3
ECF1F26002,1
ED0602ECCF,2
EFEFE3ACC4,3
F036D71AF0,0
F187E09CD7,0
F1A140E07B,0
F1FB9BD260,1
F2CA25AB1A,2
F421E3CB34,1
F61B1BB71B,0
F67FC5C3E2,2
F86382F03A,3
F9607BA38B,1
F9F8F01AD0,1
FA228FC0CF,2
FAC04BFD86,3
FC072E93FE,1
FC4286FA19,1
FCED87FC66,3
FD7D1D9503,3
FDBBFB374B,1
FE1A7A2598,3
FE7571BBC1,3
FEE3BE9A0C,1
FF62AE7D8D,2
FF70B5A6CB,3
