id,class
A5822E30CE,4
A595081686,1
A772C33ACC,4
A850C101B5,14
A9143FD0AE,4
AB001A03CC,10
ABA2AB52B9,1
AC9452A124,4
AD228F7669,0
AEC487159E,4
AFE75C7A36,4
B0885A6B6A,0
B17256020C,4
B32DC55C9C,3
B35961761D,8
B3764C086C,12
B4EA17A404,0
B509A8A1E7,0
B579D93F3C,12
B5838F3D73,1
B5844A85AD,3
B63DAB3AD8,2
B68637C002,0
B700AC2705,2
B7141FBE9E,2
B737DECC6E,3
B7C62F06E0,2
B7FEADE8E3,1
B94FC929D8,3
B9CA8A32DF,3
B9F95E901E,2
BA98021FA5,1
BA9DF7ADEE,1
BAF4F42D39,4
BB17006A63,0
BB745EA3C1,1
BBAC3FC2EE,4
BBB52E38C3,0
BC7E817CDE,4
BD5451DF52,4
BDAFB65A2A,4
BE23F3CC81,12
BE2CA92827,3
BE73FDE831,0
BE97527F24,6
BECC3BBD17,1
BF18A8E759,4
BF1D3224B2,5
BF61FFBC1C,0
BF6A21B516,4
BF9E70AFF9,2
C18C7E50D2,1
C19DB34416,2
C22F6173D7,1
C276EF0A58,1
C295EDF8BF,4
C2ADD7C478,3
C2EFD314BA,10
C30AD8A4A8,3
C3C880EF02,4
C3D8B23B69,0
C415C04F50,1
C4E0F2445F,3
C56B5CDC6B,1
C574183F0C,11
C5D38BB72E,10
C5EB5E8942,3
C687A5BC34,4
C722755EAE,4
C7CAFFAB34,3
C87E3F6C8A,4
CB067524B6,4
CB9FF88AAC,4
CC3137D213,1
CC487EB3FA,8
CCE602336F,2
CD5A8856CF,4
CEA1BAF3FD,12
CEA7DC65DD,3
CF26F3A06A,4
CF6636D979,4
D0EAEC6852,7
D0F620BA98,12
D10ED99F97,2
D12F125A33,10
D16FAB0C67,3
D1D54C7679,11
D2C2A30BBD,0
D3D911F948,0
D41ABE1C96,0
D55C79699E,4
D5775312BA,12
D5DC1D9EB8,0
D608B2F8EA,0
D620F72A3C,0
D789A56ECA,1
D83B73195D,1
D8A276BF30,3
D8DC2E8B30,3
D8EA9167E4,0
D916A67DAF,2
DA029182F0,1
DA7AE1BA0F,0
DAD8D52C28,3
DB7D4CBCF5,3
DB9EDFE750,2
DCBE5DDA63,4
DD6D7F2710,1
DE293981F6,0
DFBFBB1F34,4
E1B2E2B632,5
E2430869CF,1
E2BDD9164C,2
E37060B377,4
E48ECD7FB5,4
E6A9AED5E7,10
E6C7BCED4B,1
E7AE487D2D,0
E9D679FD27,12
EAAE22DA59,1
EAF9ED2E0D,1
EBE9C7DC11,4
EBEDB1DF7B,3
ECF1F26002,0
ED0602ECCF,12
EFEFE3ACC4,3
F036D71AF0,10
F187E09CD7,0
F1A140E07B,4
F1FB9BD260,1
F2CA25AB1A,4
F421E3CB34,1
F61B1BB71B,11
F67FC5C3E2,8
F86382F03A,4
F9607BA38B,0
F9F8F01AD0,0
FA228FC0CF,2
FAC04BFD86,12
FC072E93FE,1
FC4286FA19,2
FCED87FC66,2
FD7D1D9503,1
FDBBFB374B,0
FE1A7A2598,1
FE7571BBC1,0
FEE3BE9A0C,1
FF62AE7D8D,5
FF70B5A6CB,3
