id,class
9B1927E112,3
9B563E666C,0
9CC0364979,3
9E93633EC5,2
9F74FBB693,3
A044294D03,0
A06E7B2B3D,0
A2FBBCE882,1
A33867A445,2
A383435481,4
A43A8BE8B0,0
A450FE11D5,3
A465E89804,4
A4E04413DD,3
A5822E30CE,0
A595081686,0
A772C33ACC,1
A850C101B5,2
A9143FD0AE,2
AB001A03CC,3
ABA2AB52B9,3
AC9452A124,1
AD228F7669,3
AEC487159E,4
AFE75C7A36,0
B0885A6B6A,0
B17256020C,3
B32DC55C9C,3
B35961761D,0
B3764C086C,0
B4EA17A404,0
B509A8A1E7,0
B579D93F3C,3
B5838F3D73,1
B5844A85AD,3
B63DAB3AD8,2
B68637C002,3
B700AC2705,2
B7141FBE9E,2
B737DECC6E,3
B7C62F06E0,2
B7FEADE8E3,0
B94FC929D8,3
B9CA8A32DF,2
B9F95E901E,4
BA98021FA5,1
BA9DF7ADEE,4
BAF4F42D39,2
BB17006A63,3
BB745EA3C1,3
BBAC3FC2EE,4
BBB52E38C3,1
BC7E817CDE,4
BD5451DF52,0
BDAFB65A2A,3
BE23F3CC81,4
BE2CA92827,1
BE73FDE831,4
BE97527F24,2
BECC3BBD17,1
BF18A8E759,2
BF1D3224B2,3
BF61FFBC1C,3
BF6A21B516,2
BF9E70AFF9,0
C18C7E50D2,1
C19DB34416,2
C22F6173D7,1
C276EF0A58,4
C295EDF8BF,4
C2ADD7C478,1
C2EFD314BA,3
C30AD8A4A8,2
C3C880EF02,4
C3D8B23B69,0
C415C04F50,0
C4E0F2445F,3
C56B5CDC6B,3
C574183F0C,0
C5D38BB72E,4
C5EB5E8942,2
C687A5BC34,4
C722755EAE,4
C7CAFFAB34,3
C87E3F6C8A,0
CB067524B6,4
CB9FF88AAC,4
CC3137D213,1
CC487EB3FA,0
CCE602336F,0
CD5A8856CF,3
CEA1BAF3FD,0
CEA7DC65DD,3
CF26F3A06A,4
CF6636D979,0
D0EAEC6852,4
D0F620BA98,1
D10ED99F97,2
D12F125A33,3
D16FAB0C67,3
D1D54C7679,1
D2C2A30BBD,3
D3D911F948,1
D41ABE1C96,3
D55C79699E,2
D5775312BA,3
D5DC1D9EB8,3
D608B2F8EA,0
D620F72A3C,0
D789A56ECA,0
D83B73195D,1
D8A276BF30,3
D8DC2E8B30,3
D8EA9167E4,3
D916A67DAF,2
DA029182F0,4
DA7AE1BA0F,4
DAD8D52C28,2
DB7D4CBCF5,3
DB9EDFE750,3
DCBE5DDA63,4
DD6D7F2710,2
DE293981F6,0
DFBFBB1F34,3
E1B2E2B632,3
E2430869CF,2
E2BDD9164C,4
E37060B377,0
E48ECD7FB5,2
E6A9AED5E7,3
E6C7BCED4B,4
E7AE487D2D,2
E9D679FD27,3
EAAE22DA59,3
EAF9ED2E0D,1
EBE9C7DC11,0
EBEDB1DF7B,3
ECF1F26002,2
ED0602ECCF,0
EFEFE3ACC4,3
F036D71AF0,4
F187E09CD7,3
F1A140E07B,4
F1FB9BD260,2
F2CA25AB1A,4
F421E3CB34,1
F61B1BB71B,0
F67FC5C3E2,4
F86382F03A,3
F9607BA38B,0
F9F8F01AD0,0
FA228FC0CF,2
FAC04BFD86,3
FC072E93FE,1
FC4286FA19,2
FCED87FC66,2
FD7D1D9503,4
FDBBFB374B,1
FE1A7A2598,4
FE7571BBC1,3
FEE3BE9A0C,0
FF62AE7D8D,2
FF70B5A6CB,3
