,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_y_predict_probability
2369,"內部資訊系統,想問,考績,表已經,超過,上傳,時間,是否,還可以,補上,資料",0,BPM平台系統,6,"[9.0045691e-01 3.4395240e-02 2.4895735e-02 2.3834328e-03 2.3366367e-04
 7.0179771e-03 3.0617036e-02]"
2251,"CAMP,內部,行文,申單,公司名稱",6,內部資訊系統,1,"[9.1650710e-03 2.0604476e-03 1.1721215e-03 8.9977111e-05 3.4476285e-05
 1.6555343e-02 9.7092259e-01]"
4644,"BPM,平台,系統,同事,留職停薪,同仁,工號,登入,bpm,錯誤訊息,無法,設定,代理人,連絡,382",6,內部資訊系統,0,"[6.5938123e-02 8.9241257e-03 6.7222035e-03 6.9622928e-04 5.3615240e-05
 1.0672141e-02 9.0699363e-01]"
1554,"BPM,平台,系統,問題,MYQUANTA,BPM,無法登入,輸入,帳號,密碼",3,R&D資訊系統,0,"[1.0363794e-01 3.9762318e-02 8.3033532e-02 7.7128923e-01 2.7109790e-04
 4.7198098e-04 1.5338046e-03]"
5359,"BPM,平台,系統,改申,簽核,內容",6,內部資訊系統,0,"[3.4398798e-02 5.3318446e-03 3.7364878e-03 3.5055220e-04 3.0246807e-05
 8.4222164e-03 9.4772983e-01]"
3475,"BPM,平台,系統,QCICK,系統,權限,操作問題",6,內部資訊系統,0,"[1.11239785e-02 2.34940322e-03 1.38125685e-03 1.12304268e-04
 2.96118778e-05 1.27348723e-02 9.72268581e-01]"
3780,"CAMP,安裝,新版,CAMP,IOS,出現,相容,錯誤,訊息,導致,無法開啟,CAMP",6,內部資訊系統,1,"[1.3475132e-02 2.9550577e-03 1.8043768e-03 1.6490294e-04 2.9118984e-05
 1.0831952e-02 9.7073942e-01]"
530,"CAMP,無法,加入,專案",6,內部資訊系統,1,"[8.7993024e-03 2.0254476e-03 1.1469282e-03 8.8166642e-05 3.7758404e-05
 1.8446490e-02 9.6945590e-01]"
5174,"GOC,法開,PRO",5,SAP-2X8(QSMC),2,"[2.1423341e-03 1.0073557e-03 4.7932495e-04 1.2243060e-05 3.1329604e-04
 9.4460148e-01 5.1444009e-02]"
3257,"內部資訊系統,user,欲申,電話,國際,系統,輸入,工號,使用,無法顯示",0,BPM平台系統,6,"[8.7845093e-01 4.9066290e-02 4.4274971e-02 1.0425159e-02 2.1848892e-04
 3.0515324e-03 1.4512615e-02]"
4369,"內部資訊系統,薪資單,無法開啟",5,SAP-2X8(QSMC),6,"[3.3696387e-03 1.3269425e-03 6.8946253e-04 1.9987909e-05 2.9887658e-04
 8.8684785e-01 1.0744725e-01]"
3887,"BPM,平台,系統,microsoft,edge,無法,取回,假日,導致,無法,申假",6,內部資訊系統,0,"[2.4422377e-02 4.3374696e-03 2.9114380e-03 2.7347374e-04 2.7010256e-05
 8.3670840e-03 9.5966113e-01]"
3770,"BPM,平台,系統,主管,簽單,問題",6,內部資訊系統,0,"[1.0893256e-02 2.3375575e-03 1.3691260e-03 1.1122193e-04 2.9744542e-05
 1.2909601e-02 9.7234952e-01]"
5328,"SAP,168,QCI,QCA,SAP,system,一些,support,QCA,users,不知道,對應,SAP,IT,team,窗口,user,QCA,user,詢問,提問,user,很明,確知,東西,需要,support",5,SAP-2X8(QSMC),4,"[7.8555103e-04 5.7346711e-04 3.7197274e-04 1.9543220e-05 2.3706248e-02
 9.6839148e-01 6.1517116e-03]"
1215,"BPM,平台,系統,BPM,資訊,需求,申單,單號,業務,要求,簽兩位,主管,065,Alan,Chang,張耀文,016,Richard,Liu,劉玉,設定",6,內部資訊系統,0,"[2.9147631e-02 4.9780132e-03 3.4231723e-03 3.2932209e-04 3.0944284e-05
 8.6961696e-03 9.5339477e-01]"
3547,"BPM,平台,系統,年前,使用,簽核,正常,使用,出現,305,錯誤訊息,附件,麻煩",6,內部資訊系統,0,"[2.3854611e-02 4.4406657e-03 2.9771850e-03 2.8948075e-04 2.8595368e-05
 8.6491881e-03 9.5976025e-01]"
4651,"BPM,平台,系統,異動,調部,八職,同仁,使用,點選,預計,預動,申日,無法,彈出,日曆",6,內部資訊系統,0,"[3.2797292e-02 5.4576211e-03 3.8271639e-03 3.7786333e-04 3.1296575e-05
 8.5449424e-03 9.4896376e-01]"
1071,"BPM,平台,系統,重複,填寫,電腦,申單,cancel,單號,APP04",6,內部資訊系統,0,"[1.1003542e-02 2.3894876e-03 1.4009059e-03 1.1545224e-04 3.1810257e-05
 1.3461439e-02 9.7159743e-01]"
2117,"SAP,2X8,QSMC,達丰,TOP,user,反應開,工單,job,問題,同仁",6,內部資訊系統,5,"[1.09864585e-02 2.52237660e-03 1.48814206e-03 1.31697889e-04
 3.28573115e-05 1.35404449e-02 9.71297979e-01]"
2471,"BPM,平台,系統,筆電,MIC,無法使用,出差,無法,Concall",6,內部資訊系統,0,"[1.3139208e-02 2.7064956e-03 1.6382500e-03 1.3934560e-04 2.6722457e-05
 1.0630581e-02 9.7171932e-01]"
3162,"內部資訊系統,user,預約,會多,會議室,無法,無線網路,帶出來,mail,錯誤",0,BPM平台系統,6,"[8.9349431e-01 3.2332622e-02 2.3161072e-02 1.9111939e-03 2.3744941e-04
 8.6015211e-03 4.0261805e-02]"
3333,"BPM,平台,系統,點擊,權限",6,內部資訊系統,0,"[2.1033544e-02 3.7874249e-03 2.4801942e-03 2.2374891e-04 2.5083327e-05
 8.3651217e-03 9.6408492e-01]"
3370,"SAP,2X8,QSMC,user,R10,問題",6,內部資訊系統,5,"[7.9610460e-03 1.9437280e-03 1.1064762e-03 7.7927602e-05 5.7344543e-05
 3.5060000e-02 9.5379347e-01]"
626,"GOC,OR,CAD,無法登入",6,內部資訊系統,2,"[9.4615454e-03 2.1122124e-03 1.2090477e-03 9.4682066e-05 3.3139710e-05
 1.5589724e-02 9.7149962e-01]"
410,"BPM,平台,系統,因有換,電腦,申過,電腦,外帶證,申單,攜出,申單,發現,產編,台電,腦的,可否,查看,為之,後會,出差,需要將,電腦,攜至,工廠,目前,使用,筆電,資產編號,3653",6,內部資訊系統,0,"[2.2108402e-02 4.6351478e-03 3.0598145e-03 3.1724593e-04 3.5979319e-05
 9.9774953e-03 9.5986593e-01]"
5127,"BPM,平台,系統,Outlook,開啟,無法進入,留在",6,內部資訊系統,0,"[2.4002727e-02 4.2487746e-03 2.8409434e-03 2.6611733e-04 2.7033522e-05
 8.3957510e-03 9.6021861e-01]"
3210,"GOC,Pro,外部,網路,無法使用,原始,使用",6,內部資訊系統,2,"[7.8097498e-03 1.9452901e-03 1.1039840e-03 7.7435099e-05 6.1374383e-05
 3.7619695e-02 9.5138240e-01]"
5222,"BPM,平台,系統,無法,送出,表單",6,內部資訊系統,0,"[1.9882517e-02 3.6843780e-03 2.3920534e-03 2.1764902e-04 2.5376765e-05
 8.5166367e-03 9.6528137e-01]"
3631,"內部資訊系統,開啟,檔案,連結,跳出,輸入,密碼,視窗,並無個,帳號,資訊",0,BPM平台系統,6,"[6.1034352e-01 1.0172107e-01 1.2985086e-01 1.4375481e-01 4.4991975e-04
 2.5003697e-03 1.1379444e-02]"
4684,"BPM,平台,系統,收單,找不到,po,單號,連絡,382",6,內部資訊系統,0,"[1.8792709e-02 3.6352526e-03 2.3376774e-03 2.1672819e-04 2.6663962e-05
 8.9026121e-03 9.6608847e-01]"
1176,"BPM,平台,系統,MRO2,APP87,and,APP60,兩張,採購,申單,PO,產出,完全,反應,許久,產出,PO",6,內部資訊系統,0,"[3.3392198e-02 5.7634572e-03 4.0557440e-03 4.1738656e-04 3.4926037e-05
 8.9775203e-03 9.4735879e-01]"
1038,"BPM,平台,系統,帳號,密碼過期",6,內部資訊系統,0,"[2.0163832e-02 3.6869072e-03 2.3974467e-03 2.1508853e-04 2.4974976e-05
 8.4346514e-03 9.6507716e-01]"
2673,"內部資訊系統,薪資單,無法開啟",5,SAP-2X8(QSMC),6,"[3.3696387e-03 1.3269425e-03 6.8946253e-04 1.9987909e-05 2.9887658e-04
 8.8684785e-01 1.0744725e-01]"
4549,"SAP,168,QCI,user,ecn,簽核,主管,出差,無法,簽核,聯絡,user",5,SAP-2X8(QSMC),4,"[5.0081324e-04 3.3223463e-04 2.3129748e-04 1.3624802e-05 2.1439709e-01
 7.8154272e-01 2.9822460e-03]"
4586,"BPM,平台,系統,APP41,主管,無法,看到,簽核",6,內部資訊系統,0,"[1.2943394e-02 2.6860260e-03 1.6230883e-03 1.3896434e-04 2.7089305e-05
 1.0785292e-02 9.7179621e-01]"
2977,"CAMP,CAMP,簽核,電腦,攜出,申單,出現,應用程式,發生錯誤",6,內部資訊系統,1,"[9.7391764e-03 2.2427838e-03 1.2957968e-03 1.0597531e-04 3.6920275e-05
 1.6720822e-02 9.6985853e-01]"
351,"BPM,平台,系統,流程,諮詢",6,內部資訊系統,0,"[8.4177278e-02 9.2781028e-03 6.9569917e-03 6.1979203e-04 5.9954597e-05
 1.1845374e-02 8.8706255e-01]"
4687,"SAP,2X8,QSMC,料號,EAC1ZZZST71,SAP,168,資料,SAP,268,資料",4,SAP-168(QCI),5,"[3.4676639e-06 1.9970532e-06 2.1408384e-06 5.1775839e-07 9.9637562e-01
 3.6010011e-03 1.5330388e-05]"
1315,"SAP,168,QCI,User,was,unabl,to,login,ASP,via,my,Quanta,Web,Site,She,had,waited,for,10,minutes,There,was,no,response,She,also,trid,to,reboot,computer,The,situation,is,still,the,same,Please,help,Her,Ext,is",5,SAP-2X8(QSMC),4,"[7.8700320e-04 5.4845773e-04 3.6945051e-04 1.8090132e-05 5.9562903e-02
 9.3376100e-01 4.9531260e-03]"
1175,"內部資訊系統,user,忘記,登入,密碼",0,BPM平台系統,6,"[8.8595247e-01 4.6471711e-02 4.0784936e-02 8.6267833e-03 2.0252283e-04
 3.0915271e-03 1.4870079e-02]"
5438,"BPM,平台,系統,進入,系統,跳出,應用系統,連線,異常,出現錯誤,訊息",6,內部資訊系統,0,"[6.1866745e-02 8.3145071e-03 6.2031606e-03 6.2914030e-04 4.9486145e-05
 1.0278794e-02 9.1265815e-01]"
5223,"GOC,Pro,無法使用",5,SAP-2X8(QSMC),2,"[1.4767421e-03 7.8533182e-04 3.5218004e-04 8.4040012e-06 3.2320627e-04
 9.6727496e-01 2.9779172e-02]"
5343,"BPM,平台,系統,北棟,1F,警衛,放行,無法登入",6,內部資訊系統,0,"[2.0370292e-02 3.7970718e-03 2.4840855e-03 2.2974801e-04 2.5667778e-05
 8.5447961e-03 9.6454829e-01]"
1345,"GOC,pro,license,問題,詢問",6,內部資訊系統,2,"[8.8517265e-03 2.0516810e-03 1.1659546e-03 9.0910988e-05 3.8461407e-05
 1.8586349e-02 9.6921486e-01]"
1419,"SAP,168,QCI,user,之前,Irwin,修改,ZVFW,現在,一點,問題,修改",5,SAP-2X8(QSMC),4,"[5.2830437e-04 3.5557867e-04 2.2324544e-04 1.0083696e-05 7.5265124e-02
 9.1965812e-01 3.9595668e-03]"
1726,"GOC,申過,資訊,需求單,Pro,無法使用,license",6,內部資訊系統,2,"[8.9811990e-03 2.1241282e-03 1.2125619e-03 9.7311735e-05 3.9281735e-05
 1.8556457e-02 9.6898907e-01]"
248,"SAP,168,QCI,USER,新增,客戶,權限,Cicely,user,聯絡",5,SAP-2X8(QSMC),4,"[5.7715178e-04 3.7889145e-04 2.0814927e-04 6.9370121e-06 1.1496893e-02
 9.8145241e-01 5.8794888e-03]"
5455,"BPM,平台,系統,dasdas",6,內部資訊系統,0,"[2.3134336e-02 4.0158350e-03 2.6621968e-03 2.3887570e-04 2.5138062e-05
 8.1780227e-03 9.6174562e-01]"
4440,"BPM,平台,系統,PDM,輸入,密碼,無法",3,R&D資訊系統,0,"[2.8093293e-01 8.2532749e-02 1.3953161e-01 4.9044576e-01 4.0426329e-04
 1.2302694e-03 4.9223807e-03]"
29,"GOC,使用,軟體,pro,畫面,當掉,記憶體,出現,藍色,畫面,白色",6,內部資訊系統,2,"[1.0333351e-02 2.3631202e-03 1.3749081e-03 1.1630176e-04 3.3735789e-05
 1.4276265e-02 9.7150236e-01]"
4329,"內部資訊系統,作業系統,BPM,系統,進不去",0,BPM平台系統,6,"[8.7863135e-01 3.0522119e-02 2.1918824e-02 1.5751099e-03 2.3777357e-04
 1.0580411e-02 5.6534383e-02]"
1305,"BPM,平台,系統,電腦,攜出,申單,帶出,員工,資產編號,帶出,資產編號",6,內部資訊系統,0,"[7.24140182e-02 9.05707106e-03 6.82829879e-03 6.78299577e-04
 5.59238215e-05 1.10218655e-02 8.99944544e-01]"
439,"SAP,2X8,QSMC,user,APO,相關,R5,R11,問題,解決",6,內部資訊系統,5,"[9.0270368e-03 2.1386035e-03 1.2236706e-03 9.8445489e-05 3.9953571e-05
 1.9092914e-02 9.6837944e-01]"
3833,"SAP,2X8,QSMC,SAP,168,218,LOGON,BALANCE,ERROR,88",4,SAP-168(QCI),5,"[2.3579561e-05 1.4363702e-05 1.3199806e-05 1.9405684e-06 9.6841753e-01
 3.1415801e-02 1.1356769e-04]"
3880,"SAP,168,QCI,採購,使用,SAP,318,系統,登入,使用,218,帳號,密碼,跳出,密碼,錯誤,希望,確認,感謝",5,SAP-2X8(QSMC),4,"[7.1745098e-04 5.4338586e-04 3.6340411e-04 2.0275616e-05 4.3057553e-02
 9.5004052e-01 5.2574030e-03]"
1616,"BPM,平台,系統,Key,In,加班,發生錯誤,訊息",6,內部資訊系統,0,"[4.0441543e-02 6.1429250e-03 4.3965150e-03 4.2961951e-04 3.4853303e-05
 8.8603972e-03 9.3969411e-01]"
5382,"CAMP,CAMP,APP,BPM,表單,無法,簽核,出現錯誤,美國,OCS,連繫",6,內部資訊系統,1,"[5.9177943e-02 7.9936394e-03 5.9263613e-03 5.8589870e-04 4.6500263e-05
 1.0039427e-02 9.1623032e-01]"
2059,"內部資訊系統,輸入,資料,上傳,出現錯誤,GAMS,RS,應用程式,發生,伺服器錯誤",0,BPM平台系統,6,"[8.3093643e-01 6.3942686e-02 6.4220659e-02 2.4161231e-02 2.6632773e-04
 2.7648290e-03 1.3707817e-02]"
157,"SAP,168,QCI,user,反應,ZKD5,中看,不到,資料,文件,中心,已經,送上去,聯絡",5,SAP-2X8(QSMC),4,"[5.5704848e-04 3.9439031e-04 2.3196211e-04 9.1048814e-06 2.4963520e-02
 9.6884704e-01 4.9969279e-03]"
245,"BPM,平台,系統,簽核,無法,簽核,單號,APP62,APP61",6,內部資訊系統,0,"[1.5067350e-02 2.9898067e-03 1.8534819e-03 1.6155845e-04 2.5601734e-05
 9.6325381e-03 9.7026968e-01]"
3481,"BPM,平台,系統,填寫,出差旅費,申報單,選擇,比例,分攤,按下,新增,分攤,項目,系統,出現錯誤",6,內部資訊系統,0,"[3.5286635e-02 6.0012746e-03 4.2479769e-03 4.4406255e-04 3.5315974e-05
 8.8692401e-03 9.4511539e-01]"
3315,"CAMP,CAMP,會議室,預約,系統,無法使用",6,內部資訊系統,1,"[7.9849269e-03 2.0213793e-03 1.1579196e-03 7.3356408e-05 7.8714496e-05
 5.9609201e-02 9.2907447e-01]"
553,"SAP,2X8,QSMC,已經,改過,298,路徑,依然,突然,無法登入,查明",6,內部資訊系統,5,"[8.7736407e-03 2.5339655e-03 1.4645642e-03 8.2107887e-05 1.4415744e-04
 1.5662256e-01 8.3037895e-01]"
2615,"內部資訊系統,考績,系統,無法操作",0,BPM平台系統,6,"[8.8253719e-01 3.0972915e-02 2.2052737e-02 1.6176507e-03 2.3819959e-04
 1.0217907e-02 5.2363422e-02]"
3109,"GOC,出現,License,不足,無法開啟,Pro,follow,Licenese,尋根,辦法",6,內部資訊系統,2,"[9.8212603e-03 2.2365069e-03 1.2919613e-03 1.0551064e-04 3.4683097e-05
 1.5563125e-02 9.7094697e-01]"
4461,"GOC,Pro,無法安裝",5,SAP-2X8(QSMC),2,"[1.8074305e-03 9.0409536e-04 4.1501064e-04 1.0254209e-05 3.1915854e-04
 9.5746934e-01 3.9074738e-02]"
3340,"內部資訊系統,助行,BPM,簽核",0,BPM平台系統,6,"[9.1093844e-01 3.2594156e-02 2.3588425e-02 2.2544491e-03 1.8876934e-04
 5.5486867e-03 2.4886999e-02]"
3768,"BPM,平台,系統,填寫,修改,資料,系統,無法,傳送",6,內部資訊系統,0,"[2.0554423e-02 3.8336774e-03 2.5076244e-03 2.3272792e-04 2.6454110e-05
 8.6500226e-03 9.6419507e-01]"
2715,"BPM,平台,系統,系統,操作,延遲,電池,衰退,電量,低於,一小時",6,內部資訊系統,0,"[3.2873459e-02 5.1551959e-03 3.5986376e-03 3.3677870e-04 2.9299003e-05
 8.3348043e-03 9.4967175e-01]"
1786,"內部資訊系統,HP,guest,has,three,month,entry,permit,but,the,network,access,code,has,expired,ahead,of,time,vendor,name,HP,or,Top,Applicant,230,or,202,phone,num",0,BPM平台系統,6,"[8.7220573e-01 5.1302552e-02 4.4619337e-02 9.7127091e-03 2.9655625e-04
 4.1373759e-03 1.7725747e-02]"
227,"內部資訊系統,作業系統,無法使用,出現錯誤,訊息,BPMPortal,應用程式,發生,伺服器錯誤,編譯,錯誤,描述,資源,編譯,無法,完成,錯誤,生於,服務,檢閱,下列,特定,錯誤,詳細,資料,並視,情況,修改,原始,程式碼,編譯器,錯誤訊息,CS0126,需要,轉換為,bool,型別,物件,原始,程式,錯誤,1787,1788,MasterPage,AlertMessage,確認,開始日,格式,YYYYMMDD,Ex,101,1789,return,1790,1791,if,IsDate,txtEnddat,Trim,原始,程式,inetpub,wwwroot,BPMPortal,Program,GWF062,GWF062,New,aspx,cs,1789",0,BPM平台系統,6,"[8.2439411e-01 6.1438970e-02 5.0444383e-02 9.6684312e-03 7.0257031e-04
 1.0803276e-02 4.2548276e-02]"
3885,"SAP,2X8,QSMC,USER,密碼,忘記,1742",6,內部資訊系統,5,"[2.8930135e-02 4.9478863e-03 3.4039193e-03 3.3233574e-04 2.8634993e-05
 8.2384758e-03 9.5411861e-01]"
2458,"BPM,平台,系統,操作,使用,問題",6,內部資訊系統,0,"[3.5689913e-02 5.5406177e-03 3.9036071e-03 3.7030282e-04 3.1464300e-05
 8.5563967e-03 9.4590765e-01]"
5039,"BPM,平台,系統,cancel,簽核,完成,加班,申單,單號",6,內部資訊系統,0,"[1.2619796e-02 2.6499694e-03 1.5938416e-03 1.3574709e-04 2.8368460e-05
 1.1336969e-02 9.7163522e-01]"
2410,"內部資訊系統,無法開啟,新資單,輸入,MSN,帳號,密碼",0,BPM平台系統,6,"[5.5405354e-01 1.0325702e-01 1.3916886e-01 1.9073851e-01 4.2169006e-04
 2.1766268e-03 1.0183676e-02]"
2133,"BPM,平台,系統,商展,延申,單已,簽核,完畢,目前,留在,系統,執行,階段,知道,完畢",6,內部資訊系統,0,"[8.6481292e-03 2.0200415e-03 1.1569385e-03 8.6226530e-05 5.0435978e-05
 2.6880208e-02 9.6115810e-01]"
5094,"SAP,168,QCI,USER,使用,ZM03,查詢,料號,報表,呈現,畫面,排序,月份,年份,USER,希望,加入,年份,排序,1273",5,SAP-2X8(QSMC),4,"[8.4171671e-04 5.8455084e-04 3.1250698e-04 1.0554447e-05 2.5390885e-03
 9.8546970e-01 1.0241934e-02]"
5018,"GOC,運作,正常,午回,座位,Power,有亮,螢幕,全黑,沒反應,重開,無效",5,SAP-2X8(QSMC),2,"[8.8008371e-04 5.3370517e-04 2.4522730e-04 5.9580198e-06 6.0927094e-04
 9.8244977e-01 1.5276034e-02]"
3433,"CAMP,CAMP,無法使用",6,內部資訊系統,1,"[7.6721497e-03 1.8752964e-03 1.0621744e-03 6.8880319e-05 6.5482374e-05
 4.5033831e-02 9.4422221e-01]"
5442,"GOC,詢問,使用,ProE,Viewer,程式,瀏覽",6,內部資訊系統,2,"[8.2028797e-03 1.9910815e-03 1.1250416e-03 8.5838416e-05 4.7131391e-05
 2.4414890e-02 9.6413314e-01]"
4620,"SAP,2X8,QSMC,user,go,BOM,當掉,重跑,重複,問題",6,內部資訊系統,5,"[8.4183803e-03 2.0332616e-03 1.1580286e-03 8.9921166e-05 4.7630554e-05
 2.4441537e-02 9.6381134e-01]"
5383,"GOC,user,is,not,able,to,install,Pro",6,內部資訊系統,2,"[1.8426605e-02 3.5241074e-03 2.2639637e-03 2.0709621e-04 2.5649333e-05
 8.7487092e-03 9.6680385e-01]"
4467,"BPM,平台,系統,mail,收到,簽核通知,點下,系統,提示,維護,二維條碼,不知道,維護,這項,資訊",6,內部資訊系統,0,"[3.0861307e-02 5.3497967e-03 3.7301641e-03 3.7607417e-04 3.1946918e-05
 8.6837411e-03 9.5096695e-01]"
764,"GOC,ProE,打不開,顯示,unknown,license,error",6,內部資訊系統,2,"[8.3050877e-03 2.0016101e-03 1.1326005e-03 8.7212211e-05 4.4284290e-05
 2.2586094e-02 9.6584308e-01]"
4299,"BPM,平台,系統,表單,無法,正常,送出",6,內部資訊系統,0,"[1.4061874e-02 2.8597065e-03 1.7523433e-03 1.5236779e-04 2.6328436e-05
 1.0026737e-02 9.7112066e-01]"
1957,"SAP,2X8,QSMC,我想,問一下,有沒有,辦法,31BQ2MB0071,SAP,BOM,物料,缺料,發現,幾個料,明明,缺料,狀態,缺料,表中,並未,出現,確認,一下,PLM,BOM,SAP,BOM,是否,差異,RD,權限,可以查,SAP,BOM,是否,SAP,完整,操作手,冊可供,下載,先查,許多,料況,不用,生產線,時間,允許",4,SAP-168(QCI),5,"[1.3549085e-04 8.5734464e-05 7.4607116e-05 8.8659972e-06 8.2399261e-01
 1.7498583e-01 7.1685022e-04]"
5471,"SAP,168,QCI,10,243,23,56,無法,log,in,2017,12,31,晚上,發生,同樣,情形",5,SAP-2X8(QSMC),4,"[3.4981302e-04 2.4628622e-04 1.8407694e-04 1.3221713e-05 4.9745068e-01
 4.9990681e-01 1.8491375e-03]"
