,1_sentence,2_y_predict,3_y_predict_name,4_answer,5_y_predict_probability
4810,"BPM,平台,系統, ,NB, ,Adapter, ,無法,充電, ,換新,Adapter, ",2,GOC,0,"[1.7522476e-04 4.3550335e-02 5.4628134e-01 4.9133096e-03 6.0360544e-05
 4.0109202e-01 3.8681161e-03 5.9267182e-05]"
501,"BPM,平台,系統, ,無法,申, ,今日,點有,訪客",1,CAMP,0,"[1.9385003e-05 5.7663584e-01 9.6799940e-02 2.1495357e-04 3.0047051e-05
 3.5092987e-03 3.2154369e-01 1.2468341e-03]"
465,"BPM,平台,系統, ,無法,結單",6,內部資訊系統,0,"[1.3478169e-05 3.1399372e-01 5.3885333e-02 1.2298675e-04 1.8291768e-05
 2.3977307e-03 6.2822074e-01 1.3476905e-03]"
8225,"SAP,168,QCI, ,SAP,無法,列印",0,BPM平台系統,4,"[8.9207321e-01 3.6508500e-06 8.1270400e-06 2.9371700e-03 1.0464876e-01
 2.6473761e-04 6.5641266e-06 5.7797577e-05]"
8537,"SAP,168,QCI, ,同仁,採購,單位, , ,無法,正常,登入,SAP,系統,使用, , , ,同仁,連絡",0,BPM平台系統,4,"[9.9805707e-01 1.6841752e-06 5.4488346e-06 1.0904608e-03 6.9726357e-04
 1.3984853e-04 2.4847050e-06 5.7302523e-06]"
36379,"網管, ,開機,後,出現,WINDOWS,非,正版,警示, ,進入,桌面, ,桌面,反黑, ,開機,後,五分鐘,自動,關機, ,現在,上海,出差, ,聯絡, ,382",6,內部資訊系統,7,"[5.50838420e-04 5.41241653e-03 1.30938832e-03 1.07433436e-04
 5.62498535e-05 4.88515187e-04 8.31840098e-01 1.60235047e-01]"
853,"BPM,平台,系統, ,簽核,人員,已,離職, ,需,修改, , , , ,382",6,內部資訊系統,0,"[2.3162554e-06 2.9764224e-03 5.0480588e-04 1.9554741e-06 1.3218510e-06
 8.6170738e-05 9.9602783e-01 3.9917283e-04]"
725,"GOC, ,開兩個,圖檔,即會,吃掉,8G,記憶體,容量, ,導致,電腦,緩慢",1,CAMP,2,"[1.9344006e-05 7.7393758e-01 1.5453853e-01 3.1856354e-04 3.5216486e-05
 4.6961922e-03 6.6037893e-02 4.1664264e-04]"
1638,"SAP,2X8,QSMC, ,SAP, ,218, ,Delivery,刷不出",3,R&D資訊系統,5,"[6.4566894e-03 4.7333748e-04 4.3013347e-03 5.9103328e-01 4.9454783e-04
 3.9716309e-01 7.4247997e-05 3.4834811e-06]"
6542,"SAP,168,QCI, ,SAP, ,168, , ,無,帳號",0,BPM平台系統,4,"[9.7254580e-01 2.7929332e-06 7.1947247e-06 2.2559173e-03 2.4927579e-02
 2.2394238e-04 4.9988485e-06 3.1846284e-05]"
3820,"SAP,168,QCI, ,SAP, ,168, , ,無法,進入",0,BPM平台系統,4,"[9.6856213e-01 2.9286389e-06 7.4066124e-06 2.3272792e-03 2.8831029e-02
 2.2964232e-04 5.2213359e-06 3.4450502e-05]"
11222,"SAP,168,QCI, ,sap, ,168, ,登入",0,BPM平台系統,4,"[9.5533895e-01 2.9389569e-06 7.2567145e-06 2.4518920e-03 4.1921057e-02
 2.3332580e-04 5.3693066e-06 3.9216415e-05]"
2138,"CAMP, ,昨天, , ,用版,CAMP, ,開,BPM, ,時, , ,無法,正常,顯示, , ,加載, , ,轉圈,中",6,內部資訊系統,1,"[3.8157577e-06 1.0820604e-02 1.9421416e-03 6.8754948e-06 2.6759330e-06
 2.6632904e-04 9.8664373e-01 3.1374404e-04]"
655,"SAP,2X8,QSMC, ,SAP168,218, ,LOGON, ,BALANCE, ,ERROR, ,88",2,GOC,5,"[1.3108196e-04 8.0590345e-02 7.2958040e-01 3.2179833e-03 6.6355780e-05
 1.8036346e-01 5.9637288e-03 8.6649554e-05]"
5726,"SAP,168,QCI, ,無法,登入,sap",0,BPM平台系統,4,"[9.7269630e-01 2.3657117e-06 6.0208167e-06 2.0560967e-03 2.5008569e-02
 1.9780309e-04 4.2952661e-06 2.8499311e-05]"
3286,"BPM,平台,系統, ,收發室,無法,MRO,收料, , ,系統,顯示,錯誤",6,內部資訊系統,0,"[4.8449092e-06 1.3616285e-02 3.3960817e-03 1.3528521e-05 2.7255630e-06
 5.3836766e-04 9.8220921e-01 2.1898049e-04]"
7090,"SAP,168,QCI, ,無法,logon, ,SAP",0,BPM平台系統,4,"[9.9747401e-01 1.2877175e-06 4.0854361e-06 1.0869631e-03 1.3016951e-03
 1.2342734e-04 2.1270635e-06 6.2956551e-06]"
953,"BPM,平台,系統, ,使用,反應,查詢,表單,無,反應",6,內部資訊系統,0,"[2.8318568e-06 7.3428517e-03 1.3646674e-03 4.7536842e-06 1.8196016e-06
 1.9957407e-04 9.9084795e-01 2.3548608e-04]"
5478,"SAP,168,QCI, ,離職,人員,帳號,已,停用, , ,移轉,再,使用",0,BPM平台系統,4,"[9.9858212e-01 1.5385648e-06 5.4550396e-06 1.0406504e-03 2.1913761e-04
 1.4601972e-04 2.1308299e-06 2.8924510e-06]"
842,"R,D,資訊,系統, ,目前,PMA, ,platform, ,control, , ,只,看到,NB2, ,OLPC, , ,Carol, ,Lin, , ,長假, ,需要,MIS,權限,開成,Carol, ,Lin, , ,需要,NB2, ,TPG, , ,NB2, ,IPG, , , ,白牌, ,控制,操作,權, ,麻再,開一次, , ,THANK, ,YOU",6,內部資訊系統,3,"[9.7283795e-05 7.9343198e-03 1.5147016e-03 2.9435310e-05 4.2577831e-05
 2.4891354e-04 7.3918277e-01 2.5095004e-01]"
928,"GOC, ,借不到,license, ,無法,工作",6,內部資訊系統,2,"[2.1524361e-06 4.9675014e-03 8.2302775e-04 2.7456504e-06 1.4282416e-06
 1.2174215e-04 9.9383342e-01 2.4800701e-04]"
7652,"SAP,168,QCI, ,填寫,退料, ,操作,問題",0,BPM平台系統,4,"[8.5866135e-01 3.8726130e-06 8.3699042e-06 2.9212725e-03 1.3806413e-01
 2.6511712e-04 6.9938769e-06 6.8805792e-05]"
6324,"內部,資訊,系統, , , , ,會議室,預約,每個,月,兩次,申,機會, ,本月,僅申,一次,忘了,開啟, ,鎖住, , , , , , , , , , , , , , , , , , , , ,導至,所有,會議室,無法,申, , , , , , , , , , , , , , , , , , , , ,想問,會議室,借用,相關,事誼, , , ,每個,月,兩次,申,機會, ,一次,忘了,開啟, ,鎖住, , , , , , , , , , , , , , , , ,鎖住,期限,多久",7,網管,6,"[0.0021454  0.00603642 0.00512147 0.00138731 0.00206717 0.00112954
 0.01601769 0.9660949 ]"
9044,"SAP,168,QCI, ,user,做銷,退,Delivery,查不到, ,refrence, ,Billing,出不來, ,相關,同仁",0,BPM平台系統,4,"[9.9839228e-01 1.4889753e-06 5.1133297e-06 1.0680396e-03 3.8539805e-04
 1.4170744e-04 2.1903077e-06 3.6582026e-06]"
7969,"SAP,168,QCI, ,印表機,安裝,設定,問題",0,BPM平台系統,4,"[9.6276432e-01 2.7029653e-06 6.6397597e-06 2.1562851e-03 3.4818072e-02
 2.1160189e-04 4.8898000e-06 3.5366709e-05]"
5199,"SAP,168,QCI, ,無法,SAP,資料,檔案, ,存到,本機,folder",0,BPM平台系統,4,"[9.9073619e-01 2.0461193e-06 5.7569723e-06 1.6735997e-03 7.3857573e-03
 1.7627318e-04 3.5498001e-06 1.6929353e-05]"
1179,"BPM,平台,系統, ,aaaa",6,內部資訊系統,0,"[1.5042955e-05 4.3308905e-01 6.7181475e-02 1.4227118e-04 2.3248887e-05
 2.5270258e-03 4.9552530e-01 1.4965830e-03]"
1416,"SAP,168,QCI, ,無法,登入,168",0,BPM平台系統,4,"[9.98615146e-01 1.22458744e-06 4.26608085e-06 9.40243248e-04
 3.12255201e-04 1.22017635e-04 1.84136059e-06 3.01860882e-06]"
6808,"SAP,168,QCI, ,10,17, ,no, ,call, ,off",0,BPM平台系統,4,"[9.9858630e-01 1.4521071e-06 5.1013267e-06 1.0031750e-03 2.6013865e-04
 1.3873796e-04 2.0834959e-06 3.0589360e-06]"
5342,"SAP,168,QCI, ,F110, ,改,總表,帳號",0,BPM平台系統,4,"[9.9864715e-01 1.3280410e-06 4.6891896e-06 9.7255339e-04 2.3771339e-04
 1.3201038e-04 1.9184988e-06 2.6882308e-06]"
6847,"SAP,168,QCI, ,SAP,網頁,無法,登入",0,BPM平台系統,4,"[9.8245561e-01 2.2103729e-06 5.8882092e-06 1.9204322e-03 1.5398207e-02
 1.9083833e-04 3.9685760e-06 2.2802518e-05]"
1346,"SAP,168,QCI, ,之前,已,透過,資訊,需求,申單,申,General, ,Authorization, ,申,User, ,ID, ,第二層,帳號, , ,單號, ,app75,已, ,user,收到,帳號,密碼",3,R&D資訊系統,4,"[3.0282764e-03 1.9726908e-04 8.4658561e-04 9.8086506e-01 3.5024251e-04
 1.4689954e-02 2.1203487e-05 1.4070287e-06]"
5980,"SAP,168,QCI, ,原本,工號,4z9, ,目前,派遣,轉,正職, ,新工,號,401, ,資訊,帳號,權限,直接,移轉,過來, ,麻煩,我將,原本,SAP34,22,權限,關閉, ,開通,SAP33,權限, , , ,需要,使用,218,zv17i, ,可用,部門,主管,工號,011,進入",3,R&D資訊系統,4,"[2.3261668e-01 7.2976353e-04 2.1995008e-03 7.2927797e-01 1.1368667e-02
 2.3628347e-02 1.3709607e-04 4.1994605e-05]"
2814,"BPM,平台,系統, ,系統,卡住, ,無法,使用",6,內部資訊系統,0,"[9.4392744e-06 8.5774295e-02 2.0369301e-02 6.3589971e-05 7.2764728e-06
 1.8031537e-03 8.9149016e-01 4.8273581e-04]"
4285,"BPM,平台,系統, ,使用,詢問,MRO,相關,問題",2,GOC,0,"[1.01618076e-04 1.15302049e-01 7.69784808e-01 2.25521461e-03
 5.34415740e-05 1.04391709e-01 8.00515059e-03 1.06069121e-04]"
5536,"SAP,168,QCI, ,跑出,第三層,帳號,密碼",0,BPM平台系統,4,"[9.98506248e-01 1.16203364e-06 3.97084159e-06 9.36224591e-04
 4.30087210e-04 1.16987954e-04 1.80959432e-06 3.41799705e-06]"
9779,"SAP,168,QCI, ,Down, ,BOM,無,動作",0,BPM平台系統,4,"[9.9813962e-01 1.3245273e-06 4.4029898e-06 1.0382658e-03 6.8148744e-04
 1.2806799e-04 2.0972591e-06 4.6784598e-06]"
471,"BPM,平台,系統, ,需求,內容, ,無線,網路,申, ,會議室,申單,加入,時,出現,錯誤",6,內部資訊系統,0,"[2.3491391e-06 4.1027036e-03 7.6171994e-04 2.7447543e-06 1.4861162e-06
 1.2704349e-04 9.9471492e-01 2.8698880e-04]"
6636,"SAP,168,QCI, ,User, ,cannot, ,save, ,SO, , , , ,Credit, ,limit, , ,error",0,BPM平台系統,4,"[9.9827850e-01 1.7411611e-06 5.8508135e-06 1.0834974e-03 4.7096051e-04
 1.5238790e-04 2.4992005e-06 4.5425254e-06]"
3643,"SAP,2X8,QSMC, ,第一層,lock, ,OMT2",2,GOC,5,"[4.4586079e-05 1.9005489e-01 7.5275308e-01 1.1181416e-03 3.0719522e-05
 4.3694198e-02 1.2188046e-02 1.1640069e-04]"
5715,"SAP,168,QCI, ,sap, ,Cirix, , ,issue",0,BPM平台系統,4,"[9.3067008e-01 3.3747722e-06 7.9684896e-06 2.7084092e-03 6.6300504e-02
 2.5402987e-04 6.1417190e-06 4.9526458e-05]"
21460,"BPM,平台,系統, ,帳號,密碼,無法,認證,進入,QEx,學習,互動,平台,上課",1,CAMP,0,"[1.9730969e-05 5.3801244e-01 8.6913571e-02 2.0068971e-04 2.9953839e-05
 3.2329424e-03 3.7019321e-01 1.3974217e-03]"
1109,"SAP,168,QCI, ,無法,登入",0,BPM平台系統,4,"[9.9855298e-01 1.1614022e-06 3.9972515e-06 9.2881970e-04 3.9094218e-04
 1.1703404e-04 1.7960654e-06 3.2798600e-06]"
6660,"SAP,168,QCI, ,無法,維護,客戶,料號, , , ,382",0,BPM平台系統,4,"[9.9839896e-01 1.3728678e-06 4.7029221e-06 1.0215739e-03 4.3551018e-04
 1.3189841e-04 2.0784478e-06 3.8753715e-06]"
2554,"BPM,平台,系統, ,MRO,填寫,日期,時,要求,重新,輸入,正確,日期",1,CAMP,0,"[2.5981873e-05 7.2097796e-01 2.1523358e-01 4.7307849e-04 3.7480964e-05
 7.3879939e-03 5.5525072e-02 3.3887447e-04]"
7643,"SAP,168,QCI, ,down, ,BOM, ,down,下來",0,BPM平台系統,4,"[9.9797612e-01 1.3420030e-06 4.4362587e-06 1.0672339e-03 8.1394461e-04
 1.2962287e-04 2.1565695e-06 5.2340688e-06]"
7822,"SAP,168,QCI, ,citrix, ,issue",0,BPM平台系統,4,"[9.9861038e-01 1.1786956e-06 4.0914247e-06 9.1682078e-04 3.4427567e-04
 1.1837051e-04 1.8001472e-06 3.0949357e-06]"
4750,"R,D,資訊,系統, ,安裝,Java,版,PDM,跳出, , ,無法,存取,Windows, ,Installer,服務",6,內部資訊系統,3,"[3.1940381e-05 5.2918550e-03 1.2565930e-03 1.2442977e-05 1.3455787e-05
 2.3485678e-04 9.4515109e-01 4.8007734e-02]"
7497,"SAP,168,QCI, ,點,CSAP22, , ,出現, ,已,完成, ,網頁,發生,錯誤",0,BPM平台系統,4,"[9.9645352e-01 3.2099256e-06 1.1354807e-05 2.9464464e-03 2.5856122e-04
 3.2037939e-04 3.3594783e-06 3.2052696e-06]"
911,"BPM,平台,系統, , , , ,申者,cancel, ,此張,單號,APP50, ,RD, ,試產,購申單",6,內部資訊系統,0,"[2.0963198e-06 3.1466684e-03 5.2351103e-04 1.8968387e-06 1.2416258e-06
 8.6239474e-05 9.9590355e-01 3.3480444e-04]"
9253,"SAP,168,QCI, ,人,達丰,NB3,業務,使用,SAP168, ,ZN95,代,PO, ,Number, ,相關,同仁",0,BPM平台系統,4,"[9.9813604e-01 1.8424951e-06 6.3703628e-06 1.3317328e-03 3.4434668e-04
 1.7355551e-04 2.5443628e-06 3.6086794e-06]"
2825,"BPM,平台,系統, , ,出差旅費,申報單,無法,開啟",6,內部資訊系統,0,"[6.4467017e-06 5.4238245e-02 1.1019609e-02 3.2871234e-05 5.1259694e-06
 1.0075308e-03 9.3330920e-01 3.8094263e-04]"
4918,"SAP,168,QCI, ,無法,登入,SAP",0,BPM平台系統,4,"[9.7269630e-01 2.3657117e-06 6.0208167e-06 2.0560967e-03 2.5008569e-02
 1.9780309e-04 4.2952661e-06 2.8499311e-05]"
1332,"BPM,平台,系統, ,要申,集團,代碼",1,CAMP,0,"[1.8116452e-05 6.7722493e-01 1.0392645e-01 2.1676630e-04 3.1097352e-05
 3.2997485e-03 2.1426278e-01 1.0201030e-03]"
2525,"內部,資訊,系統, ,出差,大陸, ,無法,連上,出勤,系統, ,無法,申,補登,加班",2,GOC,6,"[1.13738082e-04 1.03732616e-01 7.45700717e-01 2.76729045e-03
 4.54824112e-05 1.39369145e-01 8.16918537e-03 1.01889513e-04]"
36210,"網管, ,出差,中,硬碟,壞, , ,換了,一顆,硬碟,原本,WIN7,備份,檔案,還原,回去,之後, , ,開,LYNC, , ,MSN, ,出現, ,gdiplus, ,dll, ,檔案,不見, , ,無法,開啟",6,內部資訊系統,7,"[6.4985659e-05 7.1531688e-03 2.0710572e-03 3.0822219e-05 2.5908368e-05
 4.8465011e-04 9.4486064e-01 4.5308653e-02]"
800,"R,D,資訊,系統, ,加入,下列,人員,SIT4,人力,資源,名單, , , ,Steel, ,Yang, ,Steel, ,Yang, ,quantatw, ,com",6,內部資訊系統,3,"[1.6731587e-05 4.7923937e-03 1.1010538e-03 8.5841784e-06 7.4168543e-06
 2.1574872e-04 9.8257983e-01 1.1278334e-02]"
7339,"SAP,168,QCI, , , , ,SAP,無法,登入",0,BPM平台系統,4,"[9.8433948e-01 2.2275706e-06 5.9586446e-06 1.8266566e-03 1.3613925e-02
 1.8514629e-04 3.9370302e-06 2.2586795e-05]"
4824,"R,D,資訊,系統, , , ,系統,無法,記錄,設備,借出,歸還",6,內部資訊系統,3,"[9.1577213e-06 3.9023738e-03 9.2471956e-04 6.2312515e-06 4.0527543e-06
 1.8634077e-04 9.9096876e-01 3.9982796e-03]"
5352,"SAP,168,QCI, ,CSAP33, ,無法,登入",0,BPM平台系統,4,"[9.9851042e-01 1.2018791e-06 4.1230774e-06 9.4879238e-04 4.1040007e-04
 1.1970656e-04 1.8552205e-06 3.4464358e-06]"
4667,"SAP,168,QCI",0,BPM平台系統,4,"[9.98653650e-01 1.03574416e-06 3.58892680e-06 8.57070030e-04
 3.72342678e-04 1.07646745e-04 1.63034019e-06 3.00705119e-06]"
1048,"BPM,平台,系統, , , , ,任用,建議表,送出,時,出現,錯誤,畫面",6,內部資訊系統,0,"[2.8242191e-06 6.3767489e-03 1.2687625e-03 4.5939546e-06 1.7452090e-06
 2.0148361e-04 9.9191356e-01 2.3026262e-04]"
4579,"SAP,2X8,QSMC, ,user,報價, ,會計,維護,料號,成本, ,會計,回覆,此料號,lock,住",2,GOC,5,"[8.49316493e-05 1.22166187e-01 7.74408996e-01 2.00801063e-03
 5.06706238e-05 9.30820033e-02 8.09797645e-03 1.01315294e-04]"
2935,"SAP,2X8,QSMC, ,268,找不到,301,ACC, ,user, ,說,以前",2,GOC,5,"[6.86642306e-05 1.51012003e-01 7.69758761e-01 1.61200855e-03
 4.36085684e-05 6.76708594e-02 9.72297695e-03 1.11158595e-04]"
879,"R,D,資訊,系統, ,客戶,廠商,無法,登入,Quanta, ,issue, ,tracking, ,system, , , ,帳號, ,tandy, ,jg, ,jgnet, ,com, ,tw, , , ,星期,還可以,正常,登入, ,星期一,無法,登入, , , ,錯誤,訊息, , ,401, , ,未經,授權, , ,認證,無效,拒,絶,存取",6,內部資訊系統,3,"[1.92959360e-05 8.25111009e-03 2.31083808e-03 2.11175939e-05
 1.05669105e-05 4.71274485e-04 9.85443890e-01 3.47178034e-03]"
491,"R,D,資訊,系統, , , , ,QITS, ,系統, ,Project, ,mantain, , , , ,Issue, ,Submit, ,CC,部份, , ,找不到,人員",6,內部資訊系統,3,"[9.6710364e-06 4.2122258e-03 9.9988235e-04 7.2066014e-06 4.0378286e-06
 2.2408180e-04 9.9251151e-01 2.0313987e-03]"
1704,"SAP,168,QCI, ,工號, ,613, , ,姓名, ,蔡承豐, , ,電話, , ,MVPN, , , , , ,電腦,AT6,機種, , ,無法,進入,windows,系統, , ,需,重灌,GHOST, ,C,槽",0,BPM平台系統,4,"[9.9709964e-01 4.0429463e-06 1.1855566e-05 1.7541840e-03 8.6227845e-04
 2.5444155e-04 4.8954143e-06 8.6247455e-06]"
8317,"SAP,168,QCI, ,無法,列印,資料",0,BPM平台系統,4,"[9.9856722e-01 1.2201980e-06 4.2120059e-06 9.4507780e-04 3.5603344e-04
 1.2112162e-04 1.8501402e-06 3.1994668e-06]"
61,"GOC, ,新灌,Pro,e, ,無法,開機",5,SAP-2X8(QSMC),2,"[1.4100816e-04 5.1885017e-04 8.0429371e-03 3.9451811e-03 1.2631087e-05
 9.8725104e-01 8.6352156e-05 2.0518248e-06]"
3931,"BPM,平台,系統, ,電腦,外帶,攜出,申單,帶出,員工,舊,資產,編號, , ,需,帶出,新,資產,編號",6,內部資訊系統,0,"[2.1819274e-06 3.2840623e-03 5.5563904e-04 1.9970503e-06 1.3797380e-06
 9.1696835e-05 9.9569404e-01 3.6906506e-04]"
