description,category_a,category_b,category_c,category_d,category,description_clean,category_target
"APP0247060 該同仁98100545 吳敏浩已離職,但無法回覆至非驗收狀態,煩請協助取消驗收,,謝謝!!",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,BPM平台系統,APP60 該同仁 吳敏浩已離職 但無法回覆至非驗收狀態 協助取消驗收,0
MRO2單無權限開啟。分機：213931,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),系統無法登入,BPM平台系統,MRO2單無權限開啟,0
MRO簽核金額  WEP PO下單金額 ，已先與WEBPO系統 Owner Detoun Chen做詢問但沒結果，開單請求協助，謝謝．  提供異常MRO單號::1800027021(PO no.:1710054610)及1600019395(PO no.:1910026171),BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,MRO簽核金額  WEP PO下單金額  已先與WEBPO系統 Owner Detoun Chen做詢問但沒 開單請求協助 .  提供異常MRO單號   PO no.  及 PO no.,0
key了發票無法儲存,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,key了發票無法儲存,0
在送出MRO申請單時，出現部門分攤比例不可大於100%，但實際加總為100%  分機：17292,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,在送出MRO申請單時 出現部門分攤比例不可大於100% 但實際加總為100%,0
"PO 1900083789已生成,但無法download及預覽內容.謝謝!",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,BPM平台系統,PO 已生成 但無法download及預覽內容.,0
"MRO APP0495106虽已签核完毕，但无法生成PO的问题,  請協助手動轉出PO.",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),系統無法登入,BPM平台系統,MRO APP06雖已簽核完畢 但無法生成PO的問題   請協助手動轉出PO,0
"採購單號 APP0495106 , PO已經生成,但查不到PO資料. Thanks to your help in advance.",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,BPM平台系統,採購單號 APP06   PO已經生成 但查不到PO資料.  to your help in advance,0
因重覆多填一筆資料請協助抽單:  單號: APP0301514  EXT:11091,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,因重覆多填一筆資料請協助抽單   單號  APP14,0
該單號APP0191183 已簽核，但會計部門卻看不到這個單子已簽核，無法付款  煩請幫忙處理 #12516,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,BPM平台系統,該單號APP83 已簽核 但會計部門卻看不到單子已簽核 無法付款,0
PO編號:1900076847  請幫忙修改發票費用申請稅額:  50000 稅額:2500  30000 稅額:1500  8000    稅額:400  5000    稅額:250,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,PO編號   請幫忙修改發票費用申請稅額    稅額 2500   稅額 1500  8000    稅額 400  5000    稅額 250,0
"orcad所申請的電腦名稱與目前使用電腦名稱不同,不確定是不是這樣導致orcad無法使用",R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,orcad所申請的電腦名稱與目前使用電腦名稱 不確定是導致orcad無法使用,1
oracd出現error(error message: only use less than 60 components),R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,相關操作詢問,R&D資訊系統,oracd出現error error message  only use less than 60 components,1
之前ORCAD 就常常因為帳號滿   每天要登入多次才能上去 大約花1-2小時   現在 要登入太困難 已經整整3天沒法登入   無法修改線路 案子嚴重延後   請幫忙解決,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,之前ORCAD 就帳號滿   每天要登入 花1 2小時   現在 要登入太困難 已經整整3天沒法登入   無法修改線路 案子嚴重延後,1
"因我電腦重灌，原本是win7 32bit，現在是64bit，所以我重新安裝Orcad軟體，但我連上去一直出現""unable to contact license server""，在開檔案前我也有先連上SSLVPN，目前的我灌的版本是10.5版，我也是依照SOP來做，麻煩協助處理。",R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,因我電腦重灌 原本是win7 32bit 現在是64bit 我重新安裝Orcad軟體 但我連出現 unable to contact license server  在開檔案前我也有先連上SSLVPN 目前的我灌的版本是10.5版 我也是SOP來做,1
分機18475，要在my quanta上發布公告,R&D資訊系統,廣達入口網站【MyQuanta】,【SDA】SDA知識管理平台,資料上傳/下載問題詢問,R&D資訊系統,要在my quanta上發布公告,1
"我無法使用Pro-E登入PDM WINDCHILL 的server,  我和其他同事確認過網址是http://myplm.quanta.corp/Winchill/ 是相同的.  但無論是用IE或是Pro-E都登不進去.",R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,相關操作詢問,R&D資訊系統,我無法使用Pro E登入PDM WINDCLL 的server   我和同事過網址是 是相同的.  但是用IEPro E都登不進去,1
"急~~~我的Pro-E 4.0 無法開啟了, Pro-E訊息上告知是licensing error 26找不到.  請問是否Sever 有問題還是我本機設定有問題? 麻煩協助~~~~謝謝~",R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,軟體安裝與設定問題,R&D資訊系統,急   我的Pro E 4.0 無法開啟了  Pro E訊息上告知是licensing error 26找不到.  請問是否Sever 有問題我本機設定有問題  協助,1
Or CAD 軟體常常當掉，每天幾乎都會當掉一次，當掉之後，就連不進去。  ext:13817,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,相關操作詢問,R&D資訊系統,Or CAD 軟體當掉 每天都會當掉一次 當掉之後 就連不進去,1
分機11288，autoCAD無法使用,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,相關操作詢問,R&D資訊系統,autoCAD無法使用,1
MYQUANTA無法登入,R&D資訊系統,廣達入口網站【MyQuanta】,【SDA】SDA知識管理平台,系統無法登入,R&D資訊系統,MYQUANTA無法登入,1
分機15796，電腦重灌後需要重灌Orcad,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,軟體安裝與設定問題,R&D資訊系統,電腦重灌後需要重灌Orcad,1
分機15796，電腦重灌後需要重灌Orcad,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,軟體安裝與設定問題,R&D資訊系統,電腦重灌後需要重灌Orcad,1
ORCAD無法執行，出現ERROR(LMF-02004)的視窗。,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,ORCAD無法執行 出現ERROR LMF  的視窗,1
昨晚開始一直無法開啟OrCAD，提示為無License權限，因線路設計在即，再煩請幫忙確認處理，感謝！,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,R&D資訊系統,昨晚無法開啟OrCAD 提示為無License權限 因線路設計在即 再,1
"公司配發的電腦P12923, 實體記憶體只有4G, 可用記憶體只有不到3G, 每次開機後都被系統程式SVCHOST大量霸佔記憶體資源導致整台電腦運行極度緩慢, 嚴重影響工作, 處長指示須盡速解決問題",BPM平台系統,資訊類相關服務,19999問題單,相關操作詢問,BPM平台系統,公司配發的電腦P  實體記憶體4G  可用記憶體不到3G  每次開機後都被系統程式SVCHOST大量霸佔記憶體資源導致整台電腦運行緩慢  嚴重影響工作  處長指示須,0
"PPT報告無法插入PDF檔案  出現""找不到伺服器應用程式、來源檔案或項目，或是傳回未知的錯誤。可能需要重新安裝伺服器應用程式。""",BPM平台系統,資訊類相關服務,19999問題單,相關操作詢問,BPM平台系統,PPT報告無法插入PDF檔案  出現 找不到伺服器應用程式 來源檔案或項目 傳回未知的錯誤 需要重新安裝伺服器應用程式,0
Outlook聯絡人無法與OCS連結丟訊息！,BPM平台系統,資訊類相關服務,19999問題單,相關操作詢問,BPM平台系統,Outlook人無法與OCS連結丟訊息,0
"Jasmine Liao (廖雅美) 工號:10709026  無法登入MyBPM進行表單申請,請協助確認原因",BPM平台系統,資訊類相關服務,19999問題單,系統無法登入,BPM平台系統,Jasmine Liao  廖雅美     無法登入MyBPM進行表單申請 原因,0
#381-11674    BPM的零用金申請單無法使用.,BPM平台系統,管理類相關服務,零用金申請單,相關操作詢問,BPM平台系統,BPM的零用金申請單無法使用,0
11413 BPM會計零用金申請單 會跳出錯誤訊息(網路問題) 有點急,BPM平台系統,管理類相關服務,零用金申請單,系統無法登入,BPM平台系統,BPM會計零用金申請單 會跳出錯誤訊息 網路問題,0
Agile 無法更新無法開啟,BPM平台系統,資訊類相關服務,19999問題單,系統無法登入,BPM平台系統,Agile 無法更新無法開啟,0
PDM 系統無法閱讀文管相關文件,BPM平台系統,資訊類相關服務,19999問題單,相關操作詢問,BPM平台系統,PDM 系統無法閱讀文管相關文件,0
"員工自我發展計畫(IDP)通知：IDP結案無法簽核,出現亂碼",BPM平台系統,資訊類相關服務,19999問題單,系統無法登入,BPM平台系統,員工自我發展計畫 IDP 通知 IDP結案無法簽核 出現亂碼,0
Footprint簽核畫面無法正常瀏覽，錯誤碼如下:      ''/BPMPortal'' 應用程式中發生伺服器錯誤。    編譯錯誤   描述: 資源編譯無法完成 (錯誤發生於服務要求)。請檢閱下列的特定錯誤詳細資料，並視情況修改您的原始程式碼。     編譯器錯誤訊息: CS0433: ''c:\Windows\Microsoft.NET\Framework\v2.0.50727\Temporary ASP.NET Files\bpmportal\c7af72f1\ec03b1f5\App_Code.1zoyusbh.dll'' 和 ''c:\Windows\Microsoft.NET\Framework\v2.0.50727\Temporary ASP.NET Files\bpmportal\c7af72f1\ec03b1f5\App_Code.hwx6fm2d.dll'' 兩者中都有型別 ''IMaster''    原始程式錯誤:,BPM平台系統,資訊類相關服務,19999問題單,關卡流程詢問,BPM平台系統,Footprint簽核畫面無法正常瀏覽 錯誤碼       ''/BPMPortal'' 應用程式中發生伺服器錯誤     編譯錯誤   描述  資源編譯無法完成  錯誤發生於服務要求  請檢閱下列的特定錯誤詳細資料 並視情況修改您的原始程式碼      編譯器錯誤訊息  CS0433  ''c \Windows\Microsoft.NET\Framework\v2.0.\Temporary ASP.NET Files\bpmportal\c7af72f1\ec03b1f5\App_Code.1zoyusbh.dll'' 和 ''c \Windows\Microsoft.NET\Framework\v2.0.\Temporary ASP.NET Files\bpmportal\c7af72f1\ec03b1f5\App_Code.hwx6fm2d.dll'' 中都有型別 ''IMaster''    原始程式錯誤,0
QITS Analysis 期待新增一個圖表: Opened / Cloased Trend  X-Axis: Time (Day / Weekly / Month)  Y-Axis: Opened / Closed 數量,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,QITS Analysis 期待新增一個圖表  Opened / Cloased Trend  X Axis  Time  Day / Weekly / Month   Y Axis  Opened / Closed 數量,1
"LCBU - QITS 的 ticket 有一個 button 叫做 ""Add Status""。請問是否等同 Add Comment 功能?  另外可否 Add Status 之後，讓系統自動發通知信? 謝謝",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,LCBU   QITS 的 ticket 有一個 button 叫做  Add Status  請問是否等同 Add Comment 功能   可否 Add Status 之後 讓系統自動發通知信,1
"以目前設計FOR SIT1 QITS的設計而言，""Platform found'' 欄位，在create new issue 時，一但按下了""save""之後，此欄位即成為不可變更內容的欄位  但內部memeber有遇到過不小心誤按了，save之後，發現這個欄位還有需要修正時  只能把issue disable掉重發一個新的issue    但這個欄位對我們issue的分類而言，可以幫助我們確認是哪個案子的issue  所以想要確認是否有機會把這個platform found 改為可重新modify的欄位",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,以目前設計FOR SIT1 QITS的設計  Platform found'' 欄位 在create new  時 一但按下了 save 之後 此欄位即成為不可變更內容的欄位  但內部memeber有遇到過不小心誤按了 save之後 發現欄位需要修正時  只能把 disable掉重發一個新的    但欄位對的分類 可以幫助是案子的  想是否有機會把platform found 改為可重新modify的欄位,1
"QITS 系統進入後，一點選""home"" 或是其它任何的功能鍵，皆會出現 ""''/CORE_QITS'' 應用程式中發生伺服器錯誤。"" 等錯誤訊息  無法使用",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,QITS 系統進入後 一點選 home  的功能鍵 皆會出現  ''/CORE_QITS'' 應用程式中發生伺服器錯誤   等錯誤訊息  無法使用,1
QITS無法登入!!  都會直接顯示找不到此工號,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,QITS無法登入    都會直接顯示找不到此,1
Pls help crate in QITS sys in “ platfrom-chipset “ side : Rockchip RK3288,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,Pls help crate in QITS sys in “ platfrom cpset “ side   Rockcp RK3288,1
ZQ0/ZQ0B_BDW 專案無法啟用,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,ZQ0/ZQ0B_BDW 專案無法啟用,1
crate ZAT&ZAY project name 點選Start出現錯誤,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,crate ZAT ZAY project name 點選Start出現錯誤,1
"NB4 & NB7 一起合作NB4 Z8A 這個案子, 請幫忙讓nb7 RD 從QITS系統上看到issue, 謝謝  NB7 RD Eric Lai (賴博文) / Joe Chen (陳昱宏)/ Andy Wang (王信智)",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,NB4   NB7 一起合作NB4 Z8A 案子  請幫忙讓nb7 RD 從QITS系統上看到    NB7 RD Eric Lai  賴博文  / Joe Chen  陳昱宏 / Andy Wang  王信智,1
"請幫忙評估是否可以在 Assign verify 的人員選單那邊, 新增QCMC人員 英文名字搜尋",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,請幫忙評估是否可以在 Assign verify 的人員選單  新增人員 英文名字搜尋,1
Assign Owner頁面新增QCMC Mail cc選項,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,Assign Owner頁面新增 Mail cc選項,1
"沒辦法看到一開始發issue 的人是誰, 需要等到退issue的時候, 才能知道  名字顯示都是""Tester""  造成issue Tracking 時的困擾, 沒辦法知道開bug的人是誰,  (QCMC 那邊開的issue)    例如:  http://citrixgw/CORE_QITS/PROGRAM/ITS_Issue_Form.aspx?APPLID=BLY-0118",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,沒辦法看到一發 的人是誰  需要退的  知道  名字顯示都是 Tester   造成 Tracking 時的困擾  沒辦法知道開bug的人是誰     開的,1
新增2015年AMD 平台入QITS,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,新增2015年AMD 平臺入QITS,1
增加 Intel Braswell  平台在QITS選項,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,增加 InBraswell  平臺在QITS選項,1
Can''t display MS8 Issue on Home Page.   初步懷疑是MS8在Nb3rd1 and Nb3rd2都有所導致 是否能將Nb3rd2的MS8刪除  謝謝,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,Can''t display MS8  on Home Page.   初步懷疑是MS8在Nb3rd1 and Nb3rd2都有所導致 是否能將Nb3rd2的MS8刪除,1
NB3RD1整個department不見 由於案子正在run 請麻煩幫忙盡快處理 感謝,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,NB3RD1整個department不見 案子run 請幫忙,1
Nb3rd1 Project can''t be closed. Please help to confirm it. TKS,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,R&D資訊系統,Nb3rd1 Project can''t be closed. Please help to confirm it. TKS,1
"在送出表單時, 瀏覽器出現  有潛在風險, 且一直無法送出表單. 請幫忙處理, 謝謝",BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,BPM平台系統,在送出表單時  瀏覽器出現  有潛在風險  且無法送出表單.,0
#16678  BPM 資訊需求申請單 單號1700008807 被業務要求串簽兩位主管   10009065 Alan Chang (張耀文)  10202016 Richard Liu (劉玉成)  請協助設定,BPM平台系統,資訊類相關服務,資訊需求申請單,關卡流程詢問,BPM平台系統,BPM 資訊需求申請單 單號 被業務要求串簽兩位    Alan Chang  張耀文    Richard Liu  劉玉成   請協助設定,0
"Hi, 我是MIS的PETER，我有一張資訊需求申請單，A1101633，好像卡住了，無法送出或更新，請幫忙看一下，謝謝!",BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,BPM平台系統,我是MIS的PETER 我有一張資訊需求申請單 A33 卡住了 無法送出或更新 請幫忙看一下,0
"要申請SAP帳號 ,  資訊需求申請單不知選擇哪個項目",BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,BPM平台系統,要申請SAP帳號    資訊需求申請單不知選擇項目,0
BPM介面變英文、是否有選項改回中文？謝謝,BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,BPM平台系統,BPM介面變英文 是否有選項改回中文,0
"1800010840 該單號流程到user處 , 但user看不到這張單 , 無法簽核",BPM平台系統,資訊類相關服務,資訊需求申請單,關卡流程詢問,BPM平台系統,該單號流程   但看不到這張單   無法簽核,0
"單號:APP0117021, User 申請一次,但我收到需要簽核三次",BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,BPM平台系統,單號 APP21   申請一次 但我收到需要簽核三次,0
資訊需求申請單無法點開,BPM平台系統,資訊類相關服務,資訊需求申請單,系統無法登入,BPM平台系統,資訊需求申請單無法點開,0
qci -> sap -> change group id -> 新增 然後就掛掉了......exception,BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,BPM平台系統,qci    sap    change group id    新增 就掛掉了......exception,0
#12062  未設定過，但整個BPM系統自動轉換為英文語系，請問如何切換回中文語系。,BPM平台系統,資訊類相關服務,資訊需求申請單,系統無法登入,BPM平台系統,未設定過 但整個BPM系統自動轉換為英文語系 請問切換回中文語系,0
"開啟ORCAD後, 會當住, 無反應, 無法使用",R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,相關操作詢問,R&D資訊系統,開啟ORCAD後  會當住  無反應  無法使用,1
"已經申請借PRO/E License  並完成簽核 ,但實際上機台是無法借到License ,正常系統可以借14天 , 但機台顯示只能借5天 .",R&D資訊系統,設計相關服務,【Windchill】共用零件庫及Pro/E圖檔管理系統,相關操作詢問,R&D資訊系統,已經申請借PRO/E License  並完成簽核  但實際上機台是無法借到License  正常系統可以借14天   但機台顯示只能借5天,1
"因為填錯收料地點,導致無法收料,但PO已經產生,  請問是否有辦法將PO作廢?",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,填錯收料地點 導致無法收料 但PO已經產生   請問是否有辦法將PO作廢,0
"發票費用作業時,網頁出現錯誤,只選取了第一個項目,請協助取消發票重新作業!  發票號碼如下:  ZC90837742  ZC90837743",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,發票費用作業時 網頁出現錯誤 只選取了第一個項目 請協助取消發票重新作業   發票號碼   ZC  ZC,0
"選擇 QCI 收料時,會出現""請會同倉庫人員於收料碼頭做收料"", 而無法進行收料作業,  但我採購的物品為測試報告,並非是物品.",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,選擇 QCI 收料時 會出現 請會同倉庫人員於收料碼頭做收料   而無法進行收料作業   但我採購的物品為測試報告 是物品,0
"發票作業時,填完所有資訊之後,按儲存時會出現""請款稅額需等於發票金額加總*PO稅額,  我確認過後發現我輸入的應該是正確的. 相關資訊如下:    PO編號          PO項次   GR單號        GR編號 品名          採購總額(未稅) 採購總量 採購稅額 幣別      數量           驗收金額(未稅) 驗收單號   1900111212 00010   6000066130 00010 New Report 70000.00            1.00      3,500.00 TWD  1.000000  70000.000000  APP0600806",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,發票作業時 填完所有資訊之後 按儲存時會出現 請款稅額需等於發票金額加總 PO稅額   過後發現我輸入的應該是正確的. 相關資訊     PO編號          PO項次   GR單號        GR編號 品名          採購總額 未稅  採購總量 採購稅額 幣別      數量           驗收金額 未稅  驗收單號         New Report .00            1.00     500.00 TWD  1.0  .0  APP06,0
"在BPM系統發票作業(費用或分期付款),  出現了”發票稅額需等於本次請款稅額”,  但我核對了一下發現我輸入的稅額並沒有錯誤!    PO單號:1900076847",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,在BPM系統發票作業 費用或付款    出現了”發票稅額需等於本次請款稅額”   但我核對了一下發現我輸入的稅額錯誤     PO單號,0
"我是BU9 工號96062501的李偉嘉,但系統會自動將我登入成BU12 楊怡娟....",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,我是BU9 的李偉嘉 但系統會自動將我登入成BU12 楊怡娟...,0
系統使用異常，會報error,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,系統使用異常 會報error,0
"在BPM點選 PO結案 會出現錯誤畫面,",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,在BPM點選 PO結案 會出現錯誤畫面,0
"PO單號：1900074851, 發票作業無法儲存",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,PO單號   發票作業無法儲存,0
APP0505159與APP0505172單號異常  分機: 12387,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,BPM平台系統,APP59與APP72單號異常,0
"KEY單完成,傳送出去時,出現錯誤訊息:500, 煩請確認處理.",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,KEY單完成 傳送出去時 出現錯誤訊息 500,0
主管已簽核，但是簽核時間沒顯示出來，且最後資訊(pinfo?)也無產生,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,BPM平台系統,已簽核 簽核時間沒顯示出來 且最後資訊 pinfo  也無產生,0
PO單的部分無法簽核,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),系統無法登入,BPM平台系統,PO單的部分無法簽核,0
"PO 1900088924, 申請展延後就消失了。",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,BPM平台系統,PO   申請展延後就消失了,0
同事徐珮雯#91121608請假8/15~8/25，未設代理人簽核，請幫忙設代理人---楊惠菀#96080612，謝謝。,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,BPM平台系統,同事徐珮雯 請假8/15 8/25 未設代理人簽核 請幫忙設代理人   楊惠菀,0
諮詢Share Point使用操作以及申請問題,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,資料上傳/下載問題詢問,R&D資訊系統,諮詢Share Point使用操作申請問題,1
嘗試編輯位於文件庫中的 excel 文件時，發生「「編輯文件」需要與 Windows SharePoint Services 相容的應用程式」錯誤,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,資料上傳/下載問題詢問,R&D資訊系統,嘗試編輯位於文件庫中的 excel 文件時 發生「「編輯文件」需要與 Windows SharePoint Services 相容的應用程式」錯誤,1
"http://myquanta/department/A7/DocLib/Forms/AllItems.aspx?RootFolder=/department/A7/DocLib/MRO(T_R Material)&FolderCTID=0x01200050E98750F85E754E9FF9F2FFB7BBBEBB    在上列網址,無法修改或下載檔案  開啟檔名 MRO-JAN 20100104 的檔案會一直顯示唯讀 無法編輯",R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,資料上傳/下載問題詢問,R&D資訊系統,Material  FolderCTID 0xEF85E754E9FF9F2FFB7BBBEBB    在上列網址 無法修改或下載檔案  開啟檔名 MRO JAN  的檔案會顯示唯讀 無法編輯,1
myquanta search ERROR 搜尋要求無法連線到 Search Service。,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,系統無法登入,R&D資訊系統,myquanta search ERROR 搜尋要求無法連線到 Search Service,1
連線mybpm出現無法顯示網頁,R&D資訊系統,廣達入口網站【MyQuanta】,【DGS】標準設計資訊分享平台,系統無法登入,R&D資訊系統,連線mybpm出現無法顯示網頁,1
