id,content,type,date
APP0011065,ZQP8 upload file error,SAP Issue,20070116
APP0012183,Dear Sharry，  Pls kindly help to deal with it， thanks！  Batch：J2B   Available  Expir.date：0000/00/00 0000/00/00  ----wrong.,SAP Issue,20070202
APP0002249,600039650工单close有错误,SAP Issue,20051013
APP0014320,请帮忙把报关单号导入SAP    5000007412 32CH2SB0004 转接板 RMQ3 8800004121 2006-12-22 S05ZS05 10S 3 转售CS50-CS60,SAP Issue,20070504
APP0005819,User would like to speed up ECN process.  Ext: 61582,SAP Issue,20060207
APP0004214,Please help to maintain the MRP code as below:  MRP Name                        TEL Change                     TEL  1I5 Grace Wang 13560 Ann Liu                    13051  1W3 Breeze Yang 13581 Matthew Sun                 13591  1M3 Fredy Chen                      13569 Jason Jin                    13032,SAP Issue,20051212
APP0004214,Please help to maintain the MRP code as below:  MRP Name                        TEL Change                     TEL  1I5 Grace Wang 13560 Ann Liu                    13051  1W3 Breeze Yang 13581 Matthew Sun                 13591  1M3 Fredy Chen                      13569 Jason Jin                    13032,SAP Issue,20051212
APP0010915,部分Open Item 用F-04Clear 时出现NO Open Item！的错误提示。,SAP Issue,20070112
APP0005949,請協助ECN (200602-1970)轉至268. TKS!,SAP Issue,20060210
APP0005949,請協助ECN (200602-1970)轉至268. TKS!,SAP Issue,20060210
APP0010836,"以我們QSMC的系統來說，有可能用工單的號碼來跟其他的一些表單串聯起來 , 作一個從開始投產到成品入庫測試的cycle嗎?  請問你知道該如何刷出某段期間內的工單明細嗎?或是這部份可以找哪位同事幫忙呢?",SAP Issue,20070110
APP0010837,"以我們QSMC的系統來說，有可能用工單的號碼來跟其他的一些表單串聯起來 , 作一個從開始投產到成品入庫測試的cycle嗎?  請問你知道該如何刷出某段期間內的工單明細嗎?或是這部份可以找哪位同事幫忙呢?",SAP Issue,20070110
APP0010842,268转SERVER 最新版本的程式没有从旧268转到新268 现已解决,SAP Issue,20070111
APP0000549,"Goblin,  PO301116239 create a PART file in 192.168.25.39",SAP-GS,20050726
APP0012554,ZP29刷缺料问题,SAP Issue,20070212
1800000120,系統無法登入,CAMP,20180116
1800002285,無法打開報單資料,CAMP,20181106
1500001793,看不到自己的專案表單.,CAMP,20150701
1500001793,看不到自己的專案表單.,CAMP,20150701
1500001687,專案有顯示表單物件空白，昨天還正常,CAMP,20150617
1500001687,專案有顯示表單物件空白，昨天還正常,CAMP,20150617
1600003101,"出差同仁無法登入camp, 委請同事詢問",CAMP,20161128
1800002522,無法加入專案,CAMP,20181210
1600001577,手機APP通知關不掉,CAMP,20160628
1600003236,"請問一下，為什麼我進入CAMP，在會員中心點選""應用程式""卻找不到""研發服務雲""可點選?  該如何解決?",CAMP,20161212
1800001457,用手機CAMP要簽核電腦外帶攜出申請單，出現應用程式發生錯誤 #15189,CAMP,20180704
1900000697,研發服務雲 > 偕同開發 > 新增專案 : 無法新增 J51 or J51D 專案 for PCB 發包( Error Code: 相同專案名稱已存在),CAMP,20190408
1900000683,"進入 CAMP 「研發服務雲」的icon 沒有進一步的資訊 , 畫面空白,沒有發包選單",CAMP,20190403
1600003252,"在CAMP平台點選""應用程式""找不到""研發服務雲""可以點選，請問該如何解決?",CAMP,20161214
1800002586,預報加班系統異常.主管簽核完成後仍然顯示預報中.,CAMP,20181218
1800002048,"想確認一下CAMP Drive 不能使用,點選進去顯示: 已配置空間：0G　已使用空間：20.9 KB , 之前是關閉雲端, 現在是用本機收信,是否跟這個有相關, 謝謝~",CAMP,20180926
1900000553,3/20CAMP跳出資訊告知同仁預報加班簽核不同意，但助理作業看到的資訊為簽核中,CAMP,20190320
1900000553,3/20CAMP跳出資訊告知同仁預報加班簽核不同意，但助理作業看到的資訊為簽核中,CAMP,20190320
1800000327,材料異常管理流程有疑問,CAMP,20180214
1800002177,我在 20181008 有用手機的 CAMP (我的出勤) 來申報加班 (20181004)  因為我要完成上星期的加班申請  我還送了二次，確定都有點 Trans it  但是，結果是根本沒送出去...   請問這該怎麼辦?,CAMP,20181019
1700002173,"在CAMP簽核材料鑑審單後, 卡在 ""系統執行"" 無法進入到下一關, 工廠需要進料, 卡在這些單子無法結單  單號  1700015882   APP0000289258  1700016031   APP0000293274  1700015877   APP0000289235  1700015875   APP0000290033  此外  手機的CAMP最近一打開就黑屏當機, 已經重新下載還是一樣",CAMP,20170825
APP0000551,ZRPB,SAP-GS,20050726
APP0000595,"採購有收料記錄但缺invoice的記錄,user詢問,她在168中有一個支ZFT4的程式,是否在318中也有相同的功能的程式可使用",SAP-GS,20050727
APP0008826,"工號:86042811 在SAP 318系統.   原有T-code: ZM13,ZW29 之功能.   但現在無法使用,顯示無權限,煩請幫忙確認,TKS!   ZM13- Purchase Order Status Daily Report.   ZW29- Purchase Order Invoice Due List.",SAP-GS,20060803
APP0006767,298進不去,SAP-2X8(QSMC),20060320
APP0006767,298進不去,SAP-2X8(QSMC),20060320
APP0005360,Error code 88,SAP-2X8(QSMC),20060116
APP0023436,無法進入SAP268，請幫忙處理，謝謝！,SAP-2X8(QSMC),20081209
APP0035253,218用部門帳號進不去  ext.15856,SAP-2X8(QSMC),20101019
APP0001310,218無法登入login失敗,SAP-2X8(QSMC),20050906
APP0011002,SAP218 無法登入,SAP-2X8(QSMC),20070115
APP0044565,帳號登入多次錯誤被鎖  Ext.17561,SAP-2X8(QSMC),20120613
APP0035176,無法登入SAP,SAP-2X8(QSMC),20101013
APP0006771,user 想要撈2x8 舊帳號之report,SAP-2X8(QSMC),20060320
APP0006771,user 想要撈2x8 舊帳號之report,SAP-2X8(QSMC),20060320
1800000414,連不上218,SAP-2X8(QSMC),20180301
APP0006299,298無法logon --修改路徑完成,SAP-2X8(QSMC),20060227
APP0001412,298無法login,SAP-2X8(QSMC),20050909
1600001618,1開sap citrix帳號  2.權限如95022013,SAP-2X8(QSMC),20160704
1600001618,1開sap citrix帳號  2.權限如95022013,SAP-2X8(QSMC),20160704
1800001431,無法登入顯示CS33錯誤,SAP-2X8(QSMC),20180629
APP0007540,帳號無法使用,SAP-2X8(QSMC),20060503
APP0020898,218帳號無法登入,SAP-2X8(QSMC),20080701
APP0033944,"使用者登入SAP,出現 Error Message_Type_X 的錯誤訊息.",SAP-2X8(QSMC),20100813
APP0012486,ZM2J 显示Make an entry in all required fields 请帮忙解决,SAP Issue,20070209
APP0011510,EC:XYI-0700083 扣帐编号：5000038861             请帮忙反白一下谢谢啦！,SAP Issue,20070122
APP0013007,"Dear Shirley,         F1收料在3/1有入一笔帐,当时入帐时有输TEXT栏位和HEADER TEXT栏位,但现在ZMM2程式再以此EC NO带进去却带不出当    时输入的储位和报单号码,用MB02和ZM43就能看到当时TEXT和HEADER TEXT的内容,请帮忙确认并维护!    GR:5000100201,    EC NO:LTC-0700034.     CS20",SAP Issue,20070305
APP0011248,请帮忙把EC NO：RHT90700245中的ITEM  3    4    9    10   11删除。,SAP Issue,20070118
APP0012488,Zmm2  EC单内容带不出,SAP Issue,20070209
APP0013456,请帮忙反白EC，谢谢！  EC: ECT-0705379    CS12(268),SAP Issue,20070322
APP0013455,请帮忙反白EC，谢谢！  EC: ECT-0705379    CS12(268),SAP Issue,20070322
APP0013144,在用ZP83扣完帐后，正常情况在Mat doc 313/45L此栏位会出现313的扣帐编号，可此份单据在过账后并未出现313的扣帐编号，请尽快帮忙处理，谢谢！     313 GR：4900518174；    过账时间：2007-03-10 /17:19:12,SAP Issue,20070312
APP0011565,"Dear  Shirley,    现268   503 用ZMM2 收料入帐SAVE时又出现COST CENTER不存在信息，请确认是何原因，现如何操作？    EC  NO-----LDTF0700025",SAP Issue,20070123
APP0013275,Dear Shirley :                  请帮忙把SAP数据更新，谢谢！    EC NO：MSC90700788    CS12             268,SAP Issue,20070315
APP0013149,在用ZP83扣完帐后，正常情况在Mat doc 313/45L此栏位会出现313的扣帐编号，可此份单据在过账后并未出现313的扣帐编号，请尽快帮忙处理，谢谢！     313 GR：4900518174；    过账时间：2007-03-10 /17:19:12,SAP Issue,20070312
APP0011698,291 异动需如何开单 ，为何FX* 仓物品无法转移？,SAP Issue,20070125
APP0010922,UPLOAD matreial  ATR31A8M5B3 in table zknmt_boi  for BAX,SAP Issue,20070112
APP0012562,45X、45P治具转售测试时，厂商代码栏位是系统直接以厂区带入，    开单时无需手动输入，请确认并处理！,SAP Issue,20070212
APP0012147,Dear Shirley:         仓库扣帐在月结后2/1 05:16:31 有扣一笔事务性PO：1580000769 ，现对帐时却发现SAP显示扣帐时间为2007/01/31  05:16:31    请帮忙查明原因，谢谢！     档名：MB01    CS80/288    帐号：RECEA,SAP Issue,20070202
APP0011204,"Pls help enlarge the PO quantity to 300k,  thanks!  1000416333",SAP Issue,20070117
APP0013750,EC NO单据上又三个料号，但是在SAP系统中只有两个料号，  系统中少PO：1070138907-10  料号：AI06P030000  厂区别：CS40  异动：101   请帮忙维护！ 谢谢！,SAP Issue,20070404
APP0010982,SAP 入帐帐号异常,SAP Issue,20070115
APP0013288,PO-1070107769这颗PO，我想把它cancel掉，开始总cancel不掉，希望你那边帮忙cancel掉此PO单剩余的允交量4212pcs。谢谢！,SAP Issue,20070316
APP0012424,TDT-0700160  218 请帮忙导给EC,SAP Issue,20070208
APP0012855,Packing No: TTN-0700121     在SAP中2月17号已收料，尚未带出报关资料，但在EC数据跟踪系统中显示报关Ok，请帮忙查询。    Thanks,SAP Issue,20070301
APP0013185,Please help find po 对应的PR 1000414000,SAP Issue,20070313
APP0006205,"pls, help to increase the PO q''ty to 3000pcs. #1050109400-0030 item. thanks.",SAP Issue,20060222
APP0011166,CS12 PO不足！请处理！  PO：1000416989----230  加大PO,SAP Issue,20070116
APP0012909,"Pls help to increase PO qty, tks.  1000414036-10-------3000+3000    1000416760-20-------771000+183000",SAP Issue,20070302
APP0011957,Hi Shirley     厂区：298，EC单：MSP-0700004    请帮忙down到EC，谢谢！,SAP Issue,20070130
APP0011962,Hi Shirley     厂区：298，EC单：MSP-0700004    请帮忙down到EC，谢谢！,SAP Issue,20070130
APP0012633,Hi Shirley    请帮忙将EC单TAA-0700527，CS40 down到EC，谢谢！,SAP Issue,20070214
APP0011960,Hi Shirley     厂区：298，EC单：MSP-0700004    请帮忙down到EC，谢谢！,SAP Issue,20070130
APP0011961,Hi Shirley     厂区：298，EC单：MSP-0700004    请帮忙down到EC，谢谢！,SAP Issue,20070130
APP0011958,Hi Shirley     厂区：298，EC单：MSP-0700004    请帮忙down到EC，谢谢！,SAP Issue,20070130
APP0012632,Hi Shirley    请帮忙将EC单CLD-0700167  ，CS20 down到EC，谢谢！,SAP Issue,20070214
APP0011959,Hi Shirley     厂区：298，EC单：MSP-0700004    请帮忙down到EC，谢谢！,SAP Issue,20070130
APP0013009,1000395147-80  由 16000恢复到 20000   CH6221M9221 RHT-RHT    由于当初CS12转系统资料时，只转了PO信息，PR信息没有转，所以请帮忙恢复以上PO，以便CS12及时收料，谢谢~,SAP Issue,20070305
APP0013031,"Dear Shirley,    DECZAPI 同样出现类似情况，请帮忙恢复，谢谢！    1000403501—10              CH52203ZA30    2000pcs  由28000 恢复至 30000.    1000406681—50        CH11806JB09   100000pcs 由 70000恢复至170000.    1000414477—100         CH02206JB08   20000pcs 由20000恢复至40000",SAP Issue,20070306
APP0007614,"Please help to add 21000pcs PO#1050122742 for entering account a.s.a.p, thanks,",SAP Issue,20060508
APP0012967,Dear Shirley，    268 1000387123-10  没有PR，请帮忙加大PO，加大数量为20000，谢谢！,SAP Issue,20070305
APP0009213,"分機 23477 ZT18,ZT19 有問題",SAP-GS,20060828
1700003132,使用chrome / IE無法點請假單的日期,BPM平台系統,20171116
APP0048456,#17083  可登入SAP 但無法上傳BOM，請協助開放SAPFS3bm資料夾權限,SAP-GS,20130107
APP0033030,ftp://10.243.29.109/SCDPool     無法上傳commitment data 給Cisco,SAP-GS,20100701
APP0033030,ftp://10.243.29.109/SCDPool     無法上傳commitment data 給Cisco,SAP-GS,20100701
APP0036026,user反應 218退料單 當中5R301 5R305 5R306 無法扣帳,SAP-GS,20101206
APP0036026,user反應 218退料單 當中5R301 5R305 5R306 無法扣帳,SAP-GS,20101206
1600003070,SAP帳號無法登入218，一直被踢出  #18535,SAP-GS,20161124
APP0036017,user反應今天SAP選擇連線時 找不到新的218,SAP-GS,20101206
APP0001145,請麗芬協助處理：執行f-28清帳時，帶出的132499外幣調整科目過不去。,SAP-GS,20050826
APP0027054,user詢問如何灌SAP,SAP-GS,20090825
APP0021835,PRO-E  登入問題,GOC,20080827
APP0030859,PRO/E抓不到licence，分機12320,GOC,20100323
APP0045445,Pro-e 抓不到License,GOC,20120803
APP0045445,Pro-e 抓不到License,GOC,20120803
APP0052123,新灌Pro-e 無法開機,GOC,20130806
APP0032164,Pro-e 在外部網路無法使用 (原始是可以使用),GOC,20100520
APP0028185,無法登入Pro/E。分機:12664,GOC,20091028
1500002281,今天Pro/E一直無法使用，有請同事幫忙確認數量，確定是還有的，但就是沒辦法使用。#18642,GOC,20150819
APP0034790,無法取得license,GOC,20100924
APP0035655,沒辦法使用Pro/E,GOC,20101111
1700000318,連外網時Pro/E無法使用,GOC,20170206
APP0050124,無法進到Pro/E  分機:16108,GOC,20130408
APP0050133,沒有license無法使用  分機:385-12763,GOC,20130408
1800000619,系統無法登入  EXT:16573,GOC,20180327
1600001509,使用 PRO/E 時 時常會 突然程式閃退，PRO/E 就直接關掉了，發生頻率很高，顯卡是AMD，Driver確定有安裝。,GOC,20160614
APP0002170,使ECN:E200510-0770尽快在268生效,SAP-2X8(QSMC),20051011
APP0002102,298   MM02   quanta PN#   Sales view  沒有maintain  quanta PN#: FAQN9001011    分機: 2649,SAP-2X8(QSMC),20051007
APP0001536,"USER反應ECN已經到SAP168,但在SAP268還找不到資料,煩請相關同仁協助處理.",SAP-2X8(QSMC),20050916
APP0039277,資料送不過去EC系統,SAP-2X8(QSMC),20110623
APP0046240,Free sample出貨，不用透過QCI，應該可以直接出給客人；但是user反應現在流程有錯，煩請處理。  382 #25638,SAP-2X8(QSMC),20120913
APP0046240,Free sample出貨，不用透過QCI，應該可以直接出給客人；但是user反應現在流程有錯，煩請處理。  382 #25638,SAP-2X8(QSMC),20120913
APP0002401,E200509-4814   FBS04001016应变为FR状态,SAP-2X8(QSMC),20051014
APP0006788,BOM 未同步至qsmc,SAP-2X8(QSMC),20060320
APP0006788,BOM 未同步至qsmc,SAP-2X8(QSMC),20060320
APP0000841,"PDM轉到168已經ok,但是還沒轉到268,QSMC說看不到.謝謝  #3563",SAP-2X8(QSMC),20050809
APP0000841,"PDM轉到168已經ok,但是還沒轉到268,QSMC說看不到.謝謝  #3563",SAP-2X8(QSMC),20050809
APP0008804,"新增customer 資料,送出後看不到付款方式",SAP-2X8(QSMC),20060801
APP0008379,ECN No. ECN200606-7623 請同步至298,SAP-2X8(QSMC),20060705
APP0008379,ECN No. ECN200606-7623 請同步至298,SAP-2X8(QSMC),20060705
APP0002168,希望使ECN：E200509-3959，E200510-0181 尽快在268生效,SAP-2X8(QSMC),20051011
APP0021501,sap下單時，一直顯示reject 訂單，不知道是什麼原因造成。,SAP-2X8(QSMC),20080801
APP0021501,sap下單時，一直顯示reject 訂單，不知道是什麼原因造成。,SAP-2X8(QSMC),20080801
APP0001552,"User 反應 218端BOM 用量不對,料號3123MMB00B5,請速連繫# 3158",SAP-2X8(QSMC),20050920
APP0000942,Want to process ECN: E200508-2652  ASAP,SAP-2X8(QSMC),20050815
1600000928,MRO系統 收料時出現錯誤。,BPM平台系統,20160415
APP0048758,"APP0247060 該同仁98100545 吳敏浩已離職,但無法回覆至非驗收狀態,煩請協助取消驗收,,謝謝!!",BPM平台系統,20130122
APP0057387,MRO2單無權限開啟。分機：213931,BPM平台系統,20140926
1500000975,發票作業無法進行,BPM平台系統,20150413
APP0050988,"#16750, 無法送出，連線逾時",BPM平台系統,20130521
1900000745,MRO簽核金額  WEP PO下單金額 ，已先與WEBPO系統 Owner Detoun Chen做詢問但沒結果，開單請求協助，謝謝．  提供異常MRO單號::1800027021(PO no.:1710054610)及1600019395(PO no.:1910026171),BPM平台系統,20190415
APP0050518,Ext. 38512010  多張BPM申請單無法抽單,BPM平台系統,20130425
APP0053042,操作問題詢問,BPM平台系統,20131015
APP0056109,key了發票無法儲存,BPM平台系統,20140509
APP0050139,在送出MRO申請單時，出現部門分攤比例不可大於100%，但實際加總為100%  分機：17292,BPM平台系統,20130408
APP0052410,"PO 1900083789已生成,但無法download及預覽內容.謝謝!",BPM平台系統,20130826
APP0050196,"MRO APP0495106虽已签核完毕，但无法生成PO的问题,  請協助手動轉出PO.",BPM平台系統,20130410
APP0049723,"採購單號 APP0495106 , PO已經生成,但查不到PO資料. Thanks to your help in advance.",BPM平台系統,20130320
APP0049952,使用者反應無法進行開單作業，請協助處理，謝謝,BPM平台系統,20130401
APP0052852,因重覆多填一筆資料請協助抽單:  單號: APP0301514  EXT:11091,BPM平台系統,20130930
APP0053182,列印資料會產生錯誤  分機:17605,BPM平台系統,20131024
APP0046568,該單號APP0191183 已簽核，但會計部門卻看不到這個單子已簽核，無法付款  煩請幫忙處理 #12516,BPM平台系統,20121001
APP0049974,BPM資料無法上傳,BPM平台系統,20130402
APP0048859,PO編號:1900076847  請幫忙修改發票費用申請稅額:  50000 稅額:2500  30000 稅額:1500  8000    稅額:400  5000    稅額:250,BPM平台系統,20130130
APP0024022,user無法登入SAP,SAP-GS,20090203
APP0024022,user無法登入SAP,SAP-GS,20090203
APP0025687,"user是新人,欲申請新的SAP帳號,詢問相關操作問題",SAP-168(QCI),20090526
APP0013473,Tag WO,SAP Issue,20070323
APP0013855,CTO工单,SAP Issue,20070412
APP0012553,TAG修改TA年历,SAP Issue,20070212
APP0013830,料号描述有误,SAP Issue,20070410
APP0011431,入库单不能保存,SAP Issue,20070122
APP0012367,101工单入库问题,SAP Issue,20070207
APP0012288,rework  on S-Line.  278.,SAP Issue,20070206
APP0012421,在218系统，zp16刷不对五周缺料。,SAP Issue,20070208
APP0013829,zpa2后台问题,SAP Issue,20070410
APP0011360,工单releasse问题,SAP Issue,20070119
APP0011360,工单releasse问题,SAP Issue,20070119
APP0012165,工单刷缺料问题,SAP Issue,20070202
APP0010873,10号CTO 的工单103014594被异常关掉。Please check。,SAP Issue,20070111
APP0010871,TAG的CTO工单没有建立,SAP Issue,20070111
APP0013028,298 料号,SAP Issue,20070306
APP0010914,maintain batch,SAP Issue,20070112
APP0013434,料号描述,SAP Issue,20070321
APP0022300,因工作需要，申请开通ZP6Y 此SAP T-CODE 权限，请主管人员帮忙处理，谢谢！  需要开通人员工号如下：07050411                                                 08040999                                              07070576                                                 07095011,SAP Issue,20080925
APP0013826,ZP8B 有问题,SAP Issue,20070410
APP0013919,ZP20 问题,SAP Issue,20070413
APP0013057,料号版本,SAP Issue,20070307
APP0006852,此部門協理欲登入268 down cost bom，但第一層sale01就無法登入，請幫忙處理，謝謝！,SAP-2X8(QSMC),20060323
APP0006852,此部門協理欲登入268 down cost bom，但第一層sale01就無法登入，請幫忙處理，謝謝！,SAP-2X8(QSMC),20060323
APP0048869,目前人在QSMC出差 需要查QSMC庫存  請幫忙遠端安裝SAP軟體  謝謝,SAP-2X8(QSMC),20130130
APP0006224,need SAP Id to access SAP 268,SAP-2X8(QSMC),20060223
APP0006721,Password似乎有問題無法進SAP208，麻煩處理，謝謝！,SAP-2X8(QSMC),20060316
APP0004484,268在第二層LOGIN無法順利登入   分機:15820,SAP-2X8(QSMC),20051220
APP0038659,user 修改密碼後無法登入。#12988,SAP-2X8(QSMC),20110512
APP0038659,user 修改密碼後無法登入。#12988,SAP-2X8(QSMC),20110512
APP0006782,sap 208 無法login,SAP-2X8(QSMC),20060320
APP0035337,SAP操作錯誤 #(381) 12177,SAP-2X8(QSMC),20101025
APP0029640,無法登入，#12387,SAP-2X8(QSMC),20100106
APP0013644,工號92031702 聯絡電話11407，SAP帳號無法登入,SAP-2X8(QSMC),20070401
APP0013644,工號92031702 聯絡電話11407，SAP帳號無法登入,SAP-2X8(QSMC),20070401
APP0034018,無法連線 #382-45435,SAP-2X8(QSMC),20100817
APP0004008,268 logon fail,SAP-2X8(QSMC),20051205
APP0006610,208帳號無法登入,SAP-2X8(QSMC),20060313
