Id,Content,Type,Date,idx
APP0045445,Pro-e 抓不到License,GOC,20120803,44
APP0045445,Pro-e 抓不到License,GOC,20120803,45
APP0052123,新灌Pro-e 無法開機,GOC,20130806,46
APP0032164,Pro-e 在外部網路無法使用 (原始是可以使用),GOC,20100520,47
APP0028185,無法登入Pro/E。分機:12664,GOC,20091028,48
1500002281,今天Pro/E一直無法使用，有請同事幫忙確認數量，確定是還有的，但就是沒辦法使用。#18642,GOC,20150819,49
APP0034790,無法取得license,GOC,20100924,50
APP0035655,沒辦法使用Pro/E,GOC,20101111,51
1700000318,連外網時Pro/E無法使用,GOC,20170206,52
APP0050124,無法進到Pro/E  分機:16108,GOC,20130408,53
APP0050133,沒有license無法使用  分機:385-12763,GOC,20130408,54
1800000619,系統無法登入  EXT:16573,GOC,20180327,55
1600001509,使用 PRO/E 時 時常會 突然程式閃退，PRO/E 就直接關掉了，發生頻率很高，顯卡是AMD，Driver確定有安裝。,GOC,20160614,56
APP0036532,user 輸入工號與密碼無法登入 #16225,GOC,20101231,57
APP0036532,user 輸入工號與密碼無法登入 #16225,GOC,20101231,58
APP0039994,申請後沒有收到通知,GOC,20110812,59
APP0034730,該員申請meetingPlace 申請完畢後 系統不會自動發信  這個狀況已經很久了 煩請協助處理 該同仁分機:12107,GOC,20100920,60
APP0019843,Meeting Place 安裝問題#17980,GOC,20080414,61
APP0020102,聯絡電話 12743,GOC,20080430,62
APP0039983,在outlook 2010無法看到meeting place的功能按鈕,GOC,20110811,63
APP0045579,Pro/E無法使用,GOC,20120809,64
APP0021565,欲進行多方會議，申請方法與設定方式,GOC,20080806,65
APP0022576,欲刪除設定錯誤的meeting place  ID#7742  TEL:382-647468,GOC,20081016,66
APP0022576,欲刪除設定錯誤的meeting place  ID#7742  TEL:382-647468,GOC,20081016,67
APP0028970,按Schedule Meeting後出現帳號密碼輸入畫面,GOC,20091208,68
APP0043781,操作詢問,GOC,20120419,69
APP0030115,操作問題 TEL:15455,GOC,20100202,70
APP0030115,操作問題 TEL:15455,GOC,20100202,71
APP0017041,Meeting place add user error,GOC,20071011,72
APP0015270,"僅收到第一封發出meeting的郵件,未收到另一封更改主題的郵件",GOC,20070703,73
APP0038338,ext. 15800  例如會議設定時間是4點開始，但是拖到4:30要Call進去卻發現meeting已經不能Call in。  另外，meeting place的會議如何收費。,GOC,20110422,74
APP0045920,分機:15392  問題: Microsoft Lync無法與外部廠商進行con call，是否有其他方式可以使用?,GOC,20120829,75
APP0031201,user limite?,GOC,20100409,76
APP0039382,93012802 分機:13229 Meetingplace 安裝有問題,GOC,20110630,77
APP0009628,請協助使用者排除操作上的問題(時間、日期設定)。,GOC,20061003,78
APP0029956,Ctrix沒有顯示在myquanta中,GOC,20100125,79
APP0051718,"Pro-E申請後,無法安裝   #16118",GOC,20130708,80
APP0046836,PLM系統可以登入，但無法使用(例如:申請)。  EXT:17851,GOC,20121017,81
APP0045754,pro/e 無法使用 (連接不到伺服器),GOC,20120820,82
1600000623,#16960  工作機資產轉移(更換至新部門)，是否需要重新申請ProE序號?,GOC,20160316,83
APP0045177,已經搶了三個小時的ProE License，目前仍無法使用。想詢求解決的方法。分機：16960,GOC,20120717,84
1600000377,#16960  ProE License 昨天下午到今天早上皆為0，無法使用。,GOC,20160216,85
APP0049117,分機：13368。搶了一個早上的License，想詢問是否有其它解決方法。,GOC,20130218,86
APP0045411,Pro/E 無法連上  分機: 13368,GOC,20120803,87
APP0052323,"ProE打不開,顯示unknown license error #18257",GOC,20130819,88
APP0050130,一直無法取得license來使用  分機:18257,GOC,20130408,89
APP0008401,"Client無法取得授權,分機11249",GOC,20060707,90
APP0008401,"Client無法取得授權,分機11249",GOC,20060707,91
APP0046143,#12489,GOC,20120910,92
APP0046143,#12489,GOC,20120910,93
1700002686,等了3個小時還是沒有權限，請問何時可以讓我們正常運作軟體，我這邊有緊急的事情需要使用,GOC,20171016,94
1700002681,Creo2早上等到現在都沒序號可以使用，請問是否應該增加套數避免讓使用者等待呢?,GOC,20171016,95
APP0045724,"已申請過資訊需求單,  Pro/E 無法使用license",GOC,20120817,96
1500003201,"Project/E於電腦重灌後,沒有License.  #13625",GOC,20151117,97
1800002499,無法進入windchill cabinets 去抓標準零件,GOC,20181206,98
APP0049126,想詢問如何使用ProE Viewer程式瀏覽。分機：16027,GOC,20130218,99
APP0045569,#15030  Pro/E打不開,GOC,20120809,100
1700002173,"在CAMP簽核材料鑑審單後, 卡在 ""系統執行"" 無法進入到下一關, 工廠需要進料, 卡在這些單子無法結單  單號  1700015882   APP0000289258  1700016031   APP0000293274  1700015877   APP0000289235  1700015875   APP0000290033  此外  手機的CAMP最近一打開就黑屏當機, 已經重新下載還是一樣",CAMP,20170825,101
1600001957,CAMP APP中的BPM表單無法簽核，出現錯誤! 人在美國，請用OCS連繫，謝謝。,CAMP,20160802,102
1600001957,CAMP APP中的BPM表單無法簽核，出現錯誤! 人在美國，請用OCS連繫，謝謝。,CAMP,20160802,103
1800000017,內部行文申請單填寫送出後，一直轉沒有送出成功。,CAMP,20180102,104
1700000547,"您好, 本人Android手機安裝了CAMP, 預設了 Outlook 行事曆, 請問如何設定""不要""提醒通知呢? 可否告知. Thanks.",CAMP,20170307,105
1700000841,"本人已將手機上 CAMP 公告欄""關閉發文追蹤"", 不知為何今天早上一直不斷顯示""熱情活力向前走(回文)""!!! 至少有 30~40 個垃圾訊息...  請問該如何""關閉 Disable"" 這類公告訊息呢? 麻煩告知. Thanks.",CAMP,20170406,106
1800002036,CAMP 問題單簽核過，卻卡住，時間秀1900年。,CAMP,20180925,107
1800001675,"簽內部行文時無法使用開機密碼登入必須使用公司內部的AD帳號與密碼登入CAMP系統, 但不知什麼是AD 密碼",CAMP,20180807,108
1700000549,雲端會議系統無法正常登入使用,CAMP,20170307,109
1700001084,QCALL於重慶無法登入。#21333,CAMP,20170510,110
1700001400,"使用Q-call發生異常, 撥不出去",CAMP,20170608,111
1700000703,"無法進入camp系統  會出現 ""這項作業因電腦上作用中的限制而取消,請聯絡你的系統管理員"" 訊息  PS:人在QSMC出差 請儘快幫忙解決  THX",CAMP,20170323,112
1500000567,CAMP APP無法登入~留職停薪已回來三週  #18020,CAMP,20150317,113
1500001462,QCO上無法使用CAMP平台,CAMP,20150527,114
1500003551,用iphone掃描 code沒有出現任何網址。,CAMP,20151228,115
1500003551,用iphone掃描 code沒有出現任何網址。,CAMP,20151228,116
1700002196,CAMP  PBA系統 無法選擇 上方下拉選單  customer & group 選項,CAMP,20170828,117
1700002196,CAMP  PBA系統 無法選擇 上方下拉選單  customer & group 選項,CAMP,20170828,118
1500002994,在iphone上面裝camp後無法啟動 #13601,CAMP,20151029,119
1500002994,在iphone上面裝camp後無法啟動 #13601,CAMP,20151029,120
1500003114,安裝CAMP   無法執行  IOS版本9.1,CAMP,20151110,121
APP0029956,Ctrix沒有顯示在myquanta中,GOC,20100125,122
APP0038997,詢問如何新增>5人數,GOC,20110603,123
APP0035965,"USER反應有設定問題,已通知Ellis協助處理 #15228",GOC,20101201,124
APP0024891,詢問meeting place人數設定問題,GOC,20090403,125
APP0024891,詢問meeting place人數設定問題,GOC,20090403,126
APP0020797,安裝完project2007後一直被要求重新設定#11765,GOC,20080623,127
APP0031304,Meetingplace 無法使用  #: 13637,GOC,20100414,128
APP0013869,使用者需要設定視訊三方通話,GOC,20070412,129
APP0013869,使用者需要設定視訊三方通話,GOC,20070412,130
APP0023563,myquanta無法連線,GOC,20081222,131
APP0041104,"申請meeting place時, 出現視窗, 要求sign in",GOC,20111021,132
APP0010686,無法連上MeetingPlace,GOC,20070103,133
APP0028389,Need to upgrade project 2003 to 2007. But online updtae/ access can not work. Please help!,GOC,20091109,134
APP0039772,"無法使用MEETING, 急需與客人開會",GOC,20110727,135
APP0039401,工號:100043H8 分機:17952  Meetingplace 無法登入,GOC,20110630,136
APP0033625,透過 sslvpn連回公司後，使用ctrix上sap會出現 Session can not flond in ICA File   .   請聯絡218829,GOC,20100730,137
APP0040960,Meeting Place 設定con-call號碼問題,GOC,20111013,138
APP0021633,新增會議出現錯誤無法新增：Error 22587、Error22640。#215348,GOC,20080811,139
APP0044672,MeetingPlace申請問題,GOC,20120619,140
APP0025660,meeting place 相關操作設定問題。#12156,GOC,20090525,141
APP0025660,meeting place 相關操作設定問題。#12156,GOC,20090525,142
APP0010272,meeting place設定,GOC,20061129,143
1500003114,安裝CAMP   無法執行  IOS版本9.1,CAMP,20151110,144
1600000797,桌機轉到Qcall操作問題,CAMP,20160331,145
1600000797,桌機轉到Qcall操作問題,CAMP,20160331,146
1700001637,"Android 手机下载 CAMP APP 行动办公云 ,安装完后, 无法登入CAMP",CAMP,20170705,147
1700002255,CAMP APP打開一片空白，無法使用  手機OS版本:android 7.1.1,CAMP,20170831,148
1700001638,需要CAMP問卷功能做課後滿意度調查,CAMP,20170705,149
1700001659,"6/22 收到MIS信件說CAMP 有新增iworkflow功能, 但我手機點進去都顯示沒有待簽核表單, 實際從BPM簽核進去看卻有待簽核表單.  麻煩幫忙確認一下. thanks",CAMP,20170706,150
1600000561,"廠商打來詢問, 如何使用CAMP 系統上傳發票, 以下是廠商的聯繫方式  廠商: 龍大昌  電話: 8684-1618 分機:215, 吳小姐",CAMP,20160309,151
1600000561,"廠商打來詢問, 如何使用CAMP 系統上傳發票, 以下是廠商的聯繫方式  廠商: 龍大昌  電話: 8684-1618 分機:215, 吳小姐",CAMP,20160309,152
1800001143,"雲端硬碟無法上傳檔案, 無個人資料夾, 無配置空間",CAMP,20180530,153
1800001143,"雲端硬碟無法上傳檔案, 無個人資料夾, 無配置空間",CAMP,20180530,154
1800002307,內部行文申請單，公司名稱跑不出來,CAMP,20181108,155
1600000550,"製造服務雲無法使用, 是否有需要申請    龍大昌股份有限公司    (02)8684-1618 #215  吳小姐",CAMP,20160308,156
1600000550,"製造服務雲無法使用, 是否有需要申請    龍大昌股份有限公司    (02)8684-1618 #215  吳小姐",CAMP,20160308,157
1600000153,CAMP 無法使用,CAMP,20160114,158
1800000791,護照簽證申請單 1800000176 原先申請一般件已完成簽核，中間需改急件申請，現旅行社已先代辦完成，原先的申請單好像無法自行抽單，請幫忙告知是否幫忙抽單重新申請，或是有其他方式，謝謝!,CAMP,20180419,159
1700001582,HI :     我手機無法簽ECN     THANKS  RYAN,CAMP,20170628,160
1900000753,"CAMP 忘記密碼,  無法登入",CAMP,20190416,161
1600000585,查詢廣藝廳的資訊時候一直顯示資料導入中，沒有顯示出相應的資訊。,CAMP,20160311,162
1800000768,CAMP於新手機無法登入，舊手機登出後也無法登入,CAMP,20180416,163
1700000864,"人在重慶出差, 因出差要延長, 想展延Q call, Linc的使用期限",CAMP,20170410,164
APP0048481,使用此軟體時候pro/e  畫面當掉  記憶體會出現藍色畫面，白色的字  EXT:12546,GOC,20130108,165
APP0032949,Pro/E申請問題 #15554,GOC,20100628,166
APP0026185,"Pro/E無法使用, 請協助處理.",GOC,20090710,167
APP0045455,PRO/E Licenece 有問題，無法登入  EXT:13101,GOC,20120806,168
APP0045455,PRO/E Licenece 有問題，無法登入  EXT:13101,GOC,20120806,169
APP0046558,會出現 License  不足，無法開啟Pro/E，只能一直按follow Licenese，煩請找尋根冶的辦法 #17330,GOC,20121001,170
APP0045462,Pro/E (WF4.0) 無法開啟，顯示的Warning為:  License request failed for feature PROE_Flex3C: -5:  No such feature exits.    有請座位附近同事的開他們的Pre/E，他們很容易就可開啟。  我從約上周五開始就無法開啟，show相同warning，有試過從新安裝，但一樣無法開啟。  謝謝!!,GOC,20120806,171
APP0045462,Pro/E (WF4.0) 無法開啟，顯示的Warning為:  License request failed for feature PROE_Flex3C: -5:  No such feature exits.    有請座位附近同事的開他們的Pre/E，他們很容易就可開啟。  我從約上周五開始就無法開啟，show相同warning，有試過從新安裝，但一樣無法開啟。  謝謝!!,GOC,20120806,172
APP0045731,工作機無法使用license,GOC,20120817,173
1600000382,#16665  ProE Lisence 無法使用,GOC,20160216,174
APP0054710,ProE連不上  分機\:15548,GOC,20131225,175
APP0045412,pro-e在公司無法打開  用VPN連回公司後要借用pro-e license 也無法借  並顯示下面訊息  License request failed for  feature PROE_ProcessModeler:-21:  License file does not support this version,GOC,20120803,176
APP0048366,顯示Lincese is Done無法連線進入。  目前人在大陸出差，請用Lync或Mail聯絡,GOC,20121228,177
APP0044843,OR CAD 無法登入.,GOC,20120627,178
APP0046792,無法使用Pro/E  分機: 12481,GOC,20121016,179
APP0037854,MIS你好:  我在大陸展運開啟pro/e的時候，會無法開啟程式，連啟動畫面都沒有，就算我把license借出5天，這種方法也無法直接開啟pro/e，這是我重新安裝win 7後發生的問題，目前狀況是一定要連上VPN才有辦法開啟pro/e，以前我是win xp的時候也不需要連上VPN即可開啟pro/e，我同事也都不需要連上VPN也可開啟pro/e，因為我如果去廠商那邊，不一定有網路可以連上VPN，但我又需要開啟pro/e，這會讓我無法處理問題，請幫忙盡快替我解決，非常感謝。,GOC,20110324,180
APP0058285,無法開PRO E,GOC,20141231,181
1500000008,使用者反映版本不支援，無法使用,GOC,20150105,182
APP0038641,"使用者出差, 反應 Pro/E 無法 Get License, 請協處 # China Mobile : 18621675032 , TKS!",GOC,20110511,183
APP0040148,ProE一直出現需要授權的問題。分機：18759,GOC,20110823,184
1600002380,開兩個圖檔即會吃掉8G的記憶體容量，導致電腦非常緩慢   #18212,GOC,20160908,185
APP0043824,license 借不到  分機 12862,GOC,20120423,186
APP0021837,PRO-E 無法打開,GOC,20080827,187
APP0045605,PRO/E 過期 無法使用 目前人在重慶出差 非常緊急 無法辦公   目前已提出資訊需求申請單號 APP0004874  但據同事經驗 須要一個禮拜的簽核  會造成無法進行工作  請幫忙處理,GOC,20120812,188
APP0028529,Po/E不穩定，斷斷續續。,GOC,20091116,189
1500001898,一直借不到license~無法工作,GOC,20150709,190
1500001594,#15932  licence不能借,GOC,20150608,191
APP0052280,畫Pro/E 系統lag得很嚴重,GOC,20130815,192
APP0010102,myquanta 上不去,GOC,20061114,193
APP0010102,myquanta 上不去,GOC,20061114,194
APP0046609,"CADENCE - ORCAD ,無法使用因為License不足",GOC,20121004,195
1700003429,工號:10206025   CAMP網站無法連線,CAMP,20171220,196
1800001463,雲端會議系統-雲端會議室預約系統，在預約會議室的時候，系統會顯示錯誤會議室。EX預約N211預約完會顯示成N212,CAMP,20180705,197
1600001348,使用者反應登入CAMP帳號被告知為留職停薪狀態，請協助處理,CAMP,20160527,198
1600001004,詢問如何使用手機APP進行BPM表單簽核,CAMP,20160428,199
APP0043009,"早上運作正常,中午回座位  Power有亮,但螢幕全黑沒反應,重開機無效",GOC,20120301,200
APP0042934,設了5個CON-CALL 但都同個ID,GOC,20120223,201
APP0037231,user 操作上有問題需請教。#13335,GOC,20110209,202
APP0025961,Meeting Place無法使用,GOC,20090618,203
APP0025961,Meeting Place無法使用,GOC,20090618,204
APP0025501,使用者一直有使用上的困難，需要盡快處理，急著今天與客戶concall。user現在在大陸出差。請打電話到382-63607,GOC,20090514,205
APP0029722,"客人使用2007 live meeting,會因為版本不同而無法連進去使用嗎 聯絡電話12965",GOC,20100111,206
APP0029722,"客人使用2007 live meeting,會因為版本不同而無法連進去使用嗎 聯絡電話12965",GOC,20100111,207
APP0016739,同仁多次反映連結sap問題   時好時壞   經確認並非sap logon issue   主要citrix server issue   pls help.,GOC,20070920,208
APP0020215,SAP登入問題時會出現ICA file not found.  請聯絡17539,GOC,20080509,209
APP0043937,視訊會議無法使用。請連絡分機：13204。,GOC,20120502,210
APP0043937,視訊會議無法使用。請連絡分機：13204。,GOC,20120502,211
APP0041234,無法排程會議，一按schedule meeting會跳出輸入帳號密碼，但一直輸入都不會成功。#17909,GOC,20111031,212
1800001947,小畫家打不開,GOC,20180911,213
APP0020607,user反映主旨部分輸入位元數不足，無法寫入詳細資訊,GOC,20080610,214
APP0020607,user反映主旨部分輸入位元數不足，無法寫入詳細資訊,GOC,20080610,215
APP0025433,"ORCAD ALLEGRO無法使用, ext. 16004",GOC,20090511,216
APP0041957,無法登入meeting place  #16706,GOC,20111219,217
1500000436,"shell point有開權限,但是依然有權限問題無法正常進入",GOC,20150226,218
APP0046530,預約會議室，預約多日但不同間會議室，系統會直接跳錯誤畫面,GOC,20120928,219
APP0017760,myquanta無法連線,GOC,20071119,220
APP0012524,已申請meeting place 但沒回覆訊息#18930,GOC,20070212,221
1800001198,"使用雲端硬碟, 上傳檔案並未超過1G, 但系統提示不可上傳大於1G之檔案",CAMP,20180605,222
1800001198,"使用雲端硬碟, 上傳檔案並未超過1G, 但系統提示不可上傳大於1G之檔案",CAMP,20180605,223
1700001546,"CAMP中的""我的出勤"" 無功能,無法用來預報加班,加班,請假申請",CAMP,20170623,224
1900000200,#6 32729 重慶人員，但有台灣帳號，已確認過帳號密碼(10104055) 是有效的，但無法登入camp，因有事返台，沒有帶到電腦回來，需要透過camp 簽核表單，想請求協助。,CAMP,20190125,225
1800000039,您好，我正在發包，資料夾權限已經確定分享給板廠了，但是三家板廠都詪我回復一個小時過去了什麼都沒看到。我去檢查資料夾權限確定表單分享夥伴有板廠，煩請幫忙澄清謝謝。,CAMP,20180105,226
1700003225,CAMP上研發雲找不到帳號，要建帳號。,CAMP,20171124,227
1700003319,研發服務雲的相關問題詢問.,CAMP,20171205,228
1800000851,"研發服務雲沒有權限, 無法加入LAYOUT OUTSOURCING的任務群組.",CAMP,20180425,229
1800002329,夜班作業員要登入用CAMP，發覺用工號/身分證號登不進去，用新申請帳號也登不進去，請協助處理。請打0900646487 聯絡,CAMP,20181112,230
1500000591,"外部客人來電, 進廣達製造服務雲, 訂單#3590, 下單後有問題, 請聯繋客人david.xu001@yahoo.com",CAMP,20150320,231
1500000591,"外部客人來電, 進廣達製造服務雲, 訂單#3590, 下單後有問題, 請聯繋客人david.xu001@yahoo.com",CAMP,20150320,232
1500003571,第一次使用，App出現  尚未信任企業及開發人員的錯誤訊息 #17364,CAMP,20151229,233
1800002451,"CAMP個人服務只剩下""通訊錄""與""設定""，其他功能都看不到 10711010有相同問題 #12411",CAMP,20181129,234
1700000985,手機如何簽核?  聯絡分機:11780,CAMP,20170426,235
1600001433,"無故收到 來自 Quanta_WebNotice@camp.com 的信件, 內容大致為 : CAF_QRDC 逾期通知....  大概有4-5天了, 經詢問同仁都沒有收過類似信件, 請協助確認是哪個系統誤發, 謝謝",CAMP,20160606,236
1800002163,使用者為九職等忘記登入密碼 請協助查詢 謝謝,CAMP,20181018,237
1700002627,"到達CAMP首頁輸入工號和密碼後, IE無法開啟CAMP, 錯誤代碼如下:   問題簽章:     問題事件名稱: APPCRASH    應用程式名稱: IEXPLORE.EXE    應用程式版本: 11.0.9600.18698    應用程式時間戳記: 59189c94    錯誤模組名稱: nvumdshim.dll    錯誤模組版本: 8.17.12.6594    錯誤模組時間戳記: 4cf38952    例外狀況代碼: c0000005    例外狀況位移: 16262    作業系統版本: 6.1.7601.2.1.0.256.4    地區設定識別碼: 1028    其他資訊 1: fdca    其他資訊 2: fdca2c93b3ed5c35bc1ca08543c5ea9a    其他資訊 3: 1227    其他資訊 4: 12273e2cbc200a984844ae650649c62a",CAMP,20171005,238
1500001157,利用CAMP上傳檔案後，無法在電腦存取該檔案  分機：13561,CAMP,20150427,239
APP0030016,Pro-E無法安裝,GOC,20100127,240
1600000389,#15627  新工作機安裝ProE後，執行ProE DRW檔案，外接滑鼠沒有任何反應。  1.Touchpad正常  2.滑鼠(有線)沒有任何反應，接不同USB孔結果一樣。  3.唯有重開機滑鼠功能才恢復正常。,GOC,20160216,241
APP0046611,ORK 無法連線使用,GOC,20121004,242
1700002695,creo 3.0 從昨天到現在一直借不到license,GOC,20171017,243
APP0051857,Pro/E無法登入，請協助!!,GOC,20130717,244
1600001570,在公司內可以使用，但攜出時需要借用License 會出現缺少某個檔案，以至於無法使用，想詢問該如何處理。,GOC,20160624,245
1600001205,License相關問題,GOC,20160518,246
APP0010097,My quanta上不去,GOC,20061114,247
APP0028622,user is not able to install Pro/E,GOC,20091120,248
APP0031271,OS：WIN7，使用pro/e，偶爾會出現無法上傳到server，或是會自動跳出的情況,GOC,20100413,249
APP0046799,Pro/E 無法使用  分機: 16995,GOC,20121016,250
APP0046962,無法連上  #16995,GOC,20121023,251
APP0047360,"作業系統重灌,  需重灌Pro/E 與 Intra link",GOC,20121107,252
APP0047360,"作業系統重灌,  需重灌Pro/E 與 Intra link",GOC,20121107,253
1600000713,無法開啓,GOC,20160323,254
APP0045173,有ProE license 的問題要詢問。分機：18957,GOC,20120717,255
APP0045674,PRO/E網頁進不去,GOC,20120815,256
APP0057782,"已申請使用PROE Creo 2.0 並完成安裝Creo2.0.卻無法開啟  請協助確認是何問題,謝謝!!  錯誤訊息:  Fatal error encountered. A traceback has been written to D:\PTC2.0\Cero 2.0\Parametric\bin\traceback.log",GOC,20141112,257
APP0045689,"急需用PRO/E,目前在公司內部也無法拉到License使用PRO/E  是否5.0版,連在公司內部也會因為License使用人數過多,無法使用?",GOC,20120815,258
APP0043413,PROE 5.0 很會當 大概每使用幾分鐘就會自動跳出 且無法借License. 目前在大陸出差 是否有辦法提供協助,GOC,20120323,259
APP0051016,"PROE安裝完成後,不知何原因,執行無反應",GOC,20130522,260
APP0035416,"欲擴充已經設定好的MEETING PLACE人數上限, 由3個擴充到5個",GOC,20101028,261
APP0024148,使用者反應outlook的 meeting place今天有問題,GOC,20090210,262
APP0023581,MYQUANTA SAP無法連上,GOC,20081222,263
APP0034180,user key user id & password 是錯誤的，無法申請    #15869,GOC,20100823,264
APP0031162,ORCad設定後無法連線,GOC,20100406,265
APP0031162,ORCad設定後無法連線,GOC,20100406,266
APP0035477,"希望了解參與會議人數上限, 以及設定後, 如何在次修改與會人數",GOC,20101102,267
APP0006827,"請協助設定polycom視訊系統,會議室南棟152",GOC,20060322,268
APP0022504,無法登入 Live meeting網頁,GOC,20081009,269
APP0022504,無法登入 Live meeting網頁,GOC,20081009,270
APP0025892,Meeting place 問題    11503,GOC,20090611,271
APP0026503,"只要開啟Microsoft Outlook , 就會出現訊息要求連線。訊息內容:Exchange 目前是在復原模式下 。您可以利用網路連線到您的Exchange伺服器、離線工作，或取消登入。有三個Button可以選，連線、離線工作、取消。這個問題似乎會造成我的工作機常常Hang up.麻煩您了！謝謝！",GOC,20090729,272
APP0026681,無法對外部廠商FTP做連線的動作 (ftp://quanta_toshiba:nsk204fs@220.128.183.194/)，請幫忙解決！謝謝您！,GOC,20090806,273
APP0026674,"不好意思！想請問一下，當我開機後，會自動跳出""資料執行防止""的 錯誤訊息，如果執行關閉訊息，則會跳出視窗詢問是否回報給Microsoft ，這會造成開機時的困擾！可以幫忙解決嗎？謝謝您！辛苦了！",GOC,20090805,274
APP0026674,"不好意思！想請問一下，當我開機後，會自動跳出""資料執行防止""的 錯誤訊息，如果執行關閉訊息，則會跳出視窗詢問是否回報給Microsoft ，這會造成開機時的困擾！可以幫忙解決嗎？謝謝您！辛苦了！",GOC,20090805,275
APP0040977,"客人給的con call 帳密一直無法登入,部門中其他同仁有相同問題",GOC,20111013,276
