Id,appearedTimeOfDay,terrainType,closeToWater,city,continent,weather,temperature,windSpeed,pressure,weatherIcon,population_density,urban,suburban,midurban,rural,gymDistanceKm,gymIn100m,gymIn250m,gymIn500m,gymIn1000m,gymIn2500m,gymIn5000m,pokestopDistanceKm,pokestopIn100m,pokestopIn250m,pokestopIn500m,pokestopIn1000m,pokestopIn2500m,pokestopIn5000m,cooc_1,cooc_2,cooc_3,cooc_4,cooc_5,cooc_6,cooc_7,cooc_8,cooc_9,cooc_10,cooc_11,cooc_12,cooc_13,cooc_14,cooc_15,cooc_16,cooc_17,cooc_18,cooc_19,cooc_20,cooc_21,cooc_22,cooc_23,cooc_24,cooc_25,cooc_26,cooc_27,cooc_28,cooc_29,class
ODIwMjU1NjA0MzgwNDg1MzQx,morning,13,TRUE,Tokyo,Asia,Overcast,24,9.26,1007.58,cloudy,1411.2576,TRUE,TRUE,TRUE,FALSE,0.23266,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.401697,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
MzU1MzYwMjM1NTEyNjEzMDUz,morning,12,FALSE,Perth,Australia,Clear,16.2,6.05,1022.49,clear-day,160.22284,FALSE,FALSE,FALSE,TRUE,0.388235,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.176637,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
NDg3MTgwNTQ1NzA0Mzc1OTU0OQ==,morning,13,TRUE,Buenos_Aires,America/Argentina,Overcast,10.8,14.68,1029.17,cloudy,10000,TRUE,TRUE,TRUE,FALSE,0.418242,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.138465,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
MzIyMTA2MTc4MDUxMTQyMDI1Mw==,night,7,FALSE,Los_Angeles,America,Clear,21,10.22,1007.51,clear-night,591.0899,FALSE,TRUE,TRUE,FALSE,1.631709,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.700709,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
NjI1ODE0OTYzODY2ODEwNDM2NQ==,evening,13,FALSE,New_York,America,Clear,28.6,10.34,1018.7,clear-day,2810.7285,TRUE,TRUE,TRUE,FALSE,0.442483,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.117761,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
MTI5Njc4OTc5NzI1MzM3NDgyMjE=,evening,4,FALSE,New_York,America,Clear,23.3,0.19,1024.8,clear-day,48.421627,FALSE,FALSE,FALSE,TRUE,0.626782,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.626782,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
MTIzNDI2OTIyOTg1MDk2MjQ3NjU=,afternoon,13,FALSE,Bangkok,Asia,MostlyCloudy,30.3,6.39,1007.29,partly-cloudy-night,10000,TRUE,TRUE,TRUE,FALSE,0.205383,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.055457,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
NjI4MTA4Nzc4Mzk4ODczOTU5Nw==,morning,0,TRUE,New_York,America,PartlyCloudy,24.6,6.54,1015.01,partly-cloudy-night,0,FALSE,FALSE,FALSE,TRUE,0.776449,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.222009,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
NTczMjgwMjAyMDI1MDE0NjA2MQ==,afternoon,5,FALSE,Tokyo,Asia,MostlyCloudy,25.5,7.53,1007.7,partly-cloudy-night,982.0328,TRUE,TRUE,TRUE,FALSE,0.182333,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.077134,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
MTA2NTM4NzM2Mzc1NTY3MTE1MTc=,evening,13,TRUE,New_York,America,BreezyandPartlyCloudy,21.9,23.24,1019.52,wind,5597.982,TRUE,TRUE,TRUE,FALSE,0.2031,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.010533,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
MTI1NjMwOTE4MDYzODgzMjk1MTc=,night,5,FALSE,Ljubljana,Europe,PartlyCloudy,21,1.7,1018.09,partly-cloudy-night,1573.4408,TRUE,TRUE,TRUE,FALSE,0.10512,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.057675,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
MTE4NTgxMTY0MjYzOTg2MDQzMDE=,night,0,TRUE,Chicago,America,Clear,26.8,2.9,1017.78,clear-night,0,FALSE,FALSE,FALSE,TRUE,0.297198,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.02913,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1
NTI5OTkzMjA1NzU1NDM2NDYzNw==,night,7,FALSE,Phoenix,America,Clear,36.1,4.86,1005.1,clear-night,635.5498,FALSE,TRUE,TRUE,FALSE,0.589644,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.457971,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
MTgxMTE5MDMwNjQ3NTQ0NTEzNTc=,afternoon,7,FALSE,Los_Angeles,America,Clear,12.2,2.43,1010.06,clear-night,591.0899,FALSE,TRUE,TRUE,FALSE,1.331876,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.215437,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mjg2MzU5MTAzNTkzMDUzMjUwOQ==,night,7,FALSE,Phoenix,America,Clear,28.4,5.15,1005.14,clear-night,58.046967,FALSE,FALSE,FALSE,TRUE,0.693671,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.595564,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
OTIwMzM1OTY4ODEzMzI1NDMwMQ==,night,0,TRUE,Chicago,America,Clear,29.8,14.32,1017.15,clear-night,0,FALSE,FALSE,FALSE,TRUE,0.283265,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.055937,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
MTA1OTE3MzIzOTk2Mjg3MzEzODk=,night,8,FALSE,New_York,America,Clear,29.6,2.54,1021.8,clear-day,426.5022,FALSE,TRUE,TRUE,FALSE,0.249563,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.043947,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2
MTc4MTU4Njc1OTg1NDU4NzQxNTc=,night,12,FALSE,Rome,Europe,PartlyCloudy,21.8,1.31,1016.51,partly-cloudy-night,256.71356,FALSE,FALSE,TRUE,FALSE,0.123623,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.148498,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
MTE3OTQ4NjU5MjAzMTc1OTUxNDk=,night,13,FALSE,Bangkok,Asia,Clear,28.9,5,1006.76,clear-day,6019.0444,TRUE,TRUE,TRUE,FALSE,0.354547,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.083447,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
OTM2MzU4Nzk0Mjk4MjI3MjA5Mw==,afternoon,14,FALSE,Chicago,America,Clear,26.1,6.92,1022.63,clear-day,160.22284,FALSE,FALSE,FALSE,TRUE,0.466773,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.014843,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
NjM4OTE3NjcxOTQwNjE3MDY1Mw==,night,13,FALSE,Chicago,America,Clear,27.3,11.86,1014.52,clear-night,266.19315,FALSE,FALSE,TRUE,FALSE,0.073354,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,0.034377,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
MTc3OTYxNjcwOTkyNjI1NjYyNTM=,afternoon,7,FALSE,Kuching,Asia,MostlyCloudy,26.4,2.91,1008.53,partly-cloudy-day,635.5498,FALSE,TRUE,TRUE,FALSE,0.726921,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.360085,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0
MTcwNDY1NzExOTczOTAyOTgwOTM=,morning,14,FALSE,Mexico_City,America,Foggy,25.3,4.73,1015.12,fog,2431.2341,TRUE,TRUE,TRUE,FALSE,1.083588,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.685183,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
MTcwNzE4ODE3NDc2MTU5OTQ3NDk=,night,0,TRUE,Oslo,Europe,Clear,11.3,11.13,996.33,clear-night,18.862122,FALSE,FALSE,FALSE,TRUE,0.343859,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.119959,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
MTAzNjczODcyMjI0ODI4MTkxMzM=,night,0,TRUE,Madrid,Europe,Clear,22.9,3.36,1018.95,clear-night,10000,TRUE,TRUE,TRUE,FALSE,0.300854,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.037469,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5
NDAyMjI2MTE5Nzg4NTc4MDQxMw==,evening,13,TRUE,New_York,America,Clear,29.6,6.45,1021.6,clear-day,511.28308,FALSE,TRUE,TRUE,FALSE,0.557755,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.10066,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4
NjI0MjI5NzQyNjI0MTgxNDgyOQ==,afternoon,12,TRUE,London,Europe,Clear,17.4,15.39,1008.13,clear-day,761.8856,FALSE,TRUE,TRUE,FALSE,1.299545,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0.497295,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
MzAwNTM1MTgyNjc2ODUwNzI3Nw==,night,7,FALSE,Phoenix,America,PartlyCloudy,31.1,3.5,1007.13,partly-cloudy-day,635.5498,FALSE,TRUE,TRUE,FALSE,0.630467,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0.24075,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
MzYxNjMyNTAwOTQ5MTk2OTMyNQ==,evening,13,TRUE,Helsinki,Europe,LightRain,14.6,6.9,1007.73,rain,0,FALSE,FALSE,FALSE,TRUE,0.245271,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,0.048923,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1
Nzg4NDk5OTQ3NzY3NzY4MjEwOQ==,evening,13,TRUE,Paris,Europe,PartlyCloudy,27.3,6.28,1014.91,partly-cloudy-day,0,FALSE,FALSE,FALSE,TRUE,0.296583,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,0.026689,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,3
