description,category_a,category_b,category_c,category_d,category,description_clean,category_target
LCBU-QITS 申請開通 Analysis 功能。  目前 LCBU-QITS 系統缺少 Analysis button 及功能，請協助 enable it，謝謝,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,lcbuqits 申請開通 analysis 功能  目前 lcbuqits 系統缺少 analysis button 及功能 enable it,4
使ECN:E200510-0770尽快在268生效,SAP-2X8(QSMC),PP,ECN,ECN 未同步QSMC,SAP,使ecne0儘快在268生效,1
298   MM02   quanta PN#   Sales view  沒有maintain  quanta PN#: FAQN9001011    分機: 2649,SAP-2X8(QSMC),SD,Master Data,Sales view maintain,SAP,298   mm02   quanta pn   sales view  沒有maintain  quanta pn faqn11,1
"USER反應ECN已經到SAP168,但在SAP268還找不到資料,煩請相關同仁協助處理.",SAP-2X8(QSMC),PP,ECN,ECN 未同步QSMC,SAP,ecn已經到sap168但在sap268還資料相關,1
資料送不過去EC系統,SAP-2X8(QSMC),PP,ECN,放量,SAP,資料送去ec系統,1
E200509-4814   FBS04001016应变为FR状态,SAP-2X8(QSMC),PP,ECN,ECN 未同步QSMC,SAP,e9   fbs應變為fr狀態,1
"新增customer 資料,送出後看不到付款方式",SAP-2X8(QSMC),SD,Master Data,Customer issue,SAP,新增customer 資料送出後看不到付款方式,1
希望使ECN：E200509-3959，E200510-0181 尽快在268生效,SAP-2X8(QSMC),PP,ECN,ECN 未同步QSMC,SAP,希望使ecne99e0 儘快在268生效,1
"User 反應 218端BOM 用量不對,料號3123MMB00B5,請速連繫# 3158",SAP-2X8(QSMC),PP,ECN,ECN 未同步QSMC,SAP,218端bom 用量料號mmb00b5請速,1
MRO系統 收料時出現錯誤。,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統,mro系統 收料時,4
"APP0247060 該同仁98100545 吳敏浩已離職,但無法回覆至非驗收狀態,煩請協助取消驗收,,謝謝!!",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,資訊系統,app60 該 吳敏浩已離職但無法回覆至非驗收狀態協助取消驗收,4
MRO2單無權限開啟。分機：213931,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),系統無法登入,資訊系統,mro2單無權限開啟1,4
發票作業無法進行,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統,發票作業無法進行,4
"#16750, 無法送出，連線逾時",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統,無法送出連線逾時,4
MRO簽核金額  WEP PO下單金額 ，已先與WEBPO系統 Owner Detoun Chen做詢問但沒結果，開單請求協助，謝謝．  提供異常MRO單號::1800027021(PO no.:1710054610)及1600019395(PO no.:1910026171),BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統,mro簽核金額  wep po下單金額 已先與webpo系統 owner detoun chen做詢問但沒開單請求協助.  提供異常mro單號po no.及po no,4
key了發票無法儲存,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統,key了發票無法儲存,4
在送出MRO申請單時，出現部門分攤比例不可大於100%，但實際加總為100%  分機：17292,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統,在送出mro申請單時出現部門分攤比例不可大於100%但實際加總為100%,4
"PO 1900083789已生成,但無法download及預覽內容.謝謝!",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,資訊系統,po 已生成但無法download及預覽內容,4
"MRO APP0495106虽已签核完毕，但无法生成PO的问题,  請協助手動轉出PO.",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),系統無法登入,資訊系統,mro app06雖已簽核完畢但無法生成po的問題  手動轉出po,4
"採購單號 APP0495106 , PO已經生成,但查不到PO資料. Thanks to your help in advance.",BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,資訊系統,採購單號 app06  po已經生成但查不到po資料.  to your help in advance,4
使用者反應無法進行開單作業，請協助處理，謝謝,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統,無法進行開單作業,4
因重覆多填一筆資料請協助抽單:  單號: APP0301514  EXT:11091,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統,因重覆多填一筆資料抽單  單號 app14,4
列印資料會產生錯誤  分機:17605,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,資訊系統,列印資料會產生錯誤,4
該單號APP0191183 已簽核，但會計部門卻看不到這個單子已簽核，無法付款  煩請幫忙處理 #12516,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),關卡流程詢問,資訊系統,該單號app83 已簽核但會計部門卻看不到單子已簽核無法付款,4
BPM資料無法上傳,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統,bpm資料無法上傳,4
PO編號:1900076847  請幫忙修改發票費用申請稅額:  50000 稅額:2500  30000 稅額:1500  8000    稅額:400  5000    稅額:250,BPM平台系統,採購類相關服務,MRO採購系統(MRO2),相關操作詢問,資訊系統,po編號  發票費用申請稅額   稅額   稅額      稅額400      稅額250,4
"orcad所申請的電腦名稱與目前使用電腦名稱不同,不確定是不是這樣導致orcad無法使用",R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,資訊系統,orcad所申請的電腦名稱與目前使用電腦名稱不確定是導致orcad,4
oracd出現error(error message: only use less than 60 components),R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,相關操作詢問,資訊系統,oracderror message only use less than 60 components,4
之前ORCAD 就常常因為帳號滿   每天要登入多次才能上去 大約花1-2小時   現在 要登入太困難 已經整整3天沒法登入   無法修改線路 案子嚴重延後   請幫忙解決,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,資訊系統,之前orcad 就帳號滿   每天要登入 花12小時   現在 要登入太困難 已經整整3天沒法登入   無法線路 案子嚴重延後,4
"因我電腦重灌，原本是win7 32bit，現在是64bit，所以我重新安裝Orcad軟體，但我連上去一直出現""unable to contact license server""，在開檔案前我也有先連上SSLVPN，目前的我灌的版本是10.5版，我也是依照SOP來做，麻煩協助處理。",R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,資訊系統,因我電腦重灌原本是win7 32bit現在是64bit我重新安裝orcad軟體但我連出現unable to contact license server在開檔案前我也有先連上sslvpn目前的我灌的版本是10.5版我也是sop來做,4
分機18475，要在my quanta上發布公告,R&D資訊系統,廣達入口網站【MyQuanta】,【SDA】SDA知識管理平台,資料上傳/下載問題詢問,資訊系統,要在my quanta上發布公告,4
"我無法使用Pro-E登入PDM WINDCHILL 的server,  我和其他同事確認過網址是http://myplm.quanta.corp/Winchill/ 是相同的.  但無論是用IE或是Pro-E都登不進去.",R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,相關操作詢問,資訊系統,我proe登入pdm windcll 的server  我和過網址是 是相同的.  但是用ieproe都登不進去,4
"急~~~我的Pro-E 4.0 無法開啟了, Pro-E訊息上告知是licensing error 26找不到.  請問是否Sever 有問題還是我本機設定有問題? 麻煩協助~~~~謝謝~",R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,軟體安裝與設定問題,資訊系統,急我的proe 4.0 了 proe訊息上告知是licensing error 26.  請問是否sever 有問題我本機設定有問題 協助,4
Or CAD 軟體常常當掉，每天幾乎都會當掉一次，當掉之後，就連不進去。  ext:13817,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,相關操作詢問,資訊系統,or cad 軟體當掉每天都會當掉一次當掉之後就連不進去,4
分機11288，autoCAD無法使用,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,相關操作詢問,資訊系統,autocad,4
MYQUANTA無法登入,R&D資訊系統,廣達入口網站【MyQuanta】,【SDA】SDA知識管理平台,系統無法登入,資訊系統,myquanta,4
分機15796，電腦重灌後需要重灌Orcad,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,軟體安裝與設定問題,資訊系統,電腦重灌後需要重灌orcad,4
分機15796，電腦重灌後需要重灌Orcad,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,軟體安裝與設定問題,資訊系統,電腦重灌後需要重灌orcad,4
ORCAD無法執行，出現ERROR(LMF-02004)的視窗。,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,資訊系統,orcad無法執行lmf的視窗,4
昨晚開始一直無法開啟OrCAD，提示為無License權限，因線路設計在即，再煩請幫忙確認處理，感謝！,R&D資訊系統,設計相關服務,【Design Tool】Pro/E、OrCAD設計工具管理,無法取得License,資訊系統,昨晚orcad提示為無license權限因線路設計在即再,4
目前人在QSMC出差 需要查QSMC庫存  請幫忙遠端安裝SAP軟體  謝謝,SAP-2X8(QSMC),Basis,帳號,新申請,SAP,需要查庫存  遠端安裝sap軟體,1
Password似乎有問題無法進SAP208，麻煩處理，謝謝！,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP,password似乎有問題無法進sap208,1
268在第二層LOGIN無法順利登入   分機:15820,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP,268在第二層login無法順利登入,1
sap 208 無法login,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP,sap 208 無法login,1
SAP操作錯誤 #(381) 12177,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP,sap操作錯誤,1
268 logon fail,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP,268 logon fail,1
208帳號無法登入,SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP,208帳號,1
"同仁SAP 268顯示他帳號已經logon 無法再次login, 煩請協助處理",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP,sap 268顯示他帳號已經logon 無法再次login,1
"MYQUANTA的內部應用看不到SAP Icon ,之前可以看.user目前人在大陸",SAP-2X8(QSMC),Basis,帳號,帳號無法使用,SAP,myquanta的內部應用看不到sap icon 之前可以看,1
"到My Quanta 內部應用系統,無法登入SAP~請幫忙",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,到my quanta 內部應用系統sap,1
使用者已裝了cirtix，但無法在內部應用系統的網頁中看到SAP的icon,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,已裝了cirtix但無法在內部應用系統的網頁中看到sap的icon,1
無法logon CSAP23,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,無法logon csap23,1
user登入SAP後無法動作.,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,登入sap後無法動作,1
"帳號被Lock,請協助處理,謝謝",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,帳號被lock,1
"SAP帳號87042501,無法登入，分機17727",SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,sap帳號,1
密碼輸入錯誤被鎖住  請協助幫忙,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,密碼輸入錯誤被鎖住  幫忙,1
sap帳號申請,SAP-168(QCI),Basis,帳號,新申請,SAP,sap帳號申請,1
"欲新增SAP帳號, 詢問如何操作, #15732",SAP-168(QCI),Basis,帳號,新申請,SAP,欲新增sap帳號 詢問,1
User無法使用原帳號、密碼登入，請MIS人員解決。分機#5327,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,原帳號密碼登入請mis人員,1
該user 要安裝SAP程式  請協助  分機 18829,SAP-168(QCI),Basis,帳號,新申請,SAP,該 要安裝sap程式,1
帳號問題無法使用，使用者人在廣輝聯絡電話38318009,SAP-168(QCI),Basis,帳號,帳號無法使用,SAP,帳號問題人在廣輝,1
user跑ZV14單筆去跑可以跑出sales org 但是跑background跑不出資料 請協助處理，之前已經在APP0001247反應過，請再確認是否已經處理完畢。,SAP-2X8(QSMC),SD,Sales Process,SO issue,SAP,跑zv14單筆去跑可以跑出sales org 跑background跑不出資料 之前已經在app47反應過請再是否已經完畢,1
so fail VA01-Va03 fail,SAP-2X8(QSMC),SD,Sales Process,SO issue,SAP,so fail va01va03 fail,1
BOI的，是用BAPI開SO有帶價格過去，但是在ZN26選了以SO當價格，還是抓不到價格,SAP-2X8(QSMC),SD,Sales Process,Billing issue,SAP,boi的是用bapi開so有帶價格過去在zn26選了以so當價格抓不到價格,1
sales BOM無法上傳到SAP。#12670,SAP-2X8(QSMC),SD,Sales Process,SO issue,SAP,sales bom無法上傳到sap,1
"user做SO change後按存檔,但系統顯示無法存檔,T-code:VA02",SAP-2X8(QSMC),SD,Sales Process,SO issue,SAP,做so change後按存檔但系統顯示無法存檔tcodeva02,1
#381-11674    BPM的零用金申請單無法使用.,BPM平台系統,管理類相關服務,零用金申請單,相關操作詢問,資訊系統,bpm的零用金申請單,4
11413 BPM會計零用金申請單 會跳出錯誤訊息(網路問題) 有點急,BPM平台系統,管理類相關服務,零用金申請單,系統無法登入,資訊系統,bpm會計零用金申請單 會跳出錯誤訊息網路問題,4
QITS Analysis 期待新增一個圖表: Opened / Cloased Trend  X-Axis: Time (Day / Weekly / Month)  Y-Axis: Opened / Closed 數量,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,qits analysis 期待新增一個圖表 opened / cloased trend  xaxis time day / weekly / month  yaxis opened / closed 數量,4
"LCBU - QITS 的 ticket 有一個 button 叫做 ""Add Status""。請問是否等同 Add Comment 功能?  另外可否 Add Status 之後，讓系統自動發通知信? 謝謝",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,lcbu  qits 的 ticket 有一個 button 叫做 add status請問是否等同 add comment 功能  可否 add status 之後讓系統自動發通知信,4
"以目前設計FOR SIT1 QITS的設計而言，""Platform found'' 欄位，在create new issue 時，一但按下了""save""之後，此欄位即成為不可變更內容的欄位  但內部memeber有遇到過不小心誤按了，save之後，發現這個欄位還有需要修正時  只能把issue disable掉重發一個新的issue    但這個欄位對我們issue的分類而言，可以幫助我們確認是哪個案子的issue  所以想要確認是否有機會把這個platform found 改為可重新modify的欄位",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,以目前設計for sit1 qits的設計platform found'' 欄位在create new  時一但按下了save之後此欄位即成為不可變更內容的欄位  但內部memeber有遇到過不小心誤按了save之後發現欄位時  只能把 disable掉重發一個新的    但欄位對的分類可以幫助是案子的  想是否有機會把platform found 改為可重新modify的欄位,4
"QITS 系統進入後，一點選""home"" 或是其它任何的功能鍵，皆會出現 ""''/CORE_QITS'' 應用程式中發生伺服器錯誤。"" 等錯誤訊息  無法使用",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,qits 系統進入後一點選home 的功能鍵皆會出現 ''/core_qits'' 應用程式中發生伺服器錯誤 等錯誤訊息,4
QITS無法登入!!  都會直接顯示找不到此工號,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,qits  都會直接顯示此,4
Pls help crate in QITS sys in “ platfrom-chipset “ side : Rockchip RK3288,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,pls help crate in qits sys in “ platfromcpset “ side  rockcp rk,4
ZQ0/ZQ0B_BDW 專案無法啟用,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,zq0/zq0b_bdw 專案無法啟用,4
crate ZAT&ZAY project name 點選Start出現錯誤,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,crate zatzay project name 點選start,4
"NB4 & NB7 一起合作NB4 Z8A 這個案子, 請幫忙讓nb7 RD 從QITS系統上看到issue, 謝謝  NB7 RD Eric Lai (賴博文) / Joe Chen (陳昱宏)/ Andy Wang (王信智)",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,nb4  nb7 一起合作nb4 z8a 案子 讓nb7 rd 從qits系統上看到   nb7 rd   /  陳昱宏/,4
"請幫忙評估是否可以在 Assign verify 的人員選單那邊, 新增QCMC人員 英文名字搜尋",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,評估是否可以在 assign verify 的人員選單 新增人員 英文名字搜尋,4
Assign Owner頁面新增QCMC Mail cc選項,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,assign owner頁面新增 mail cc選項,4
"沒辦法看到一開始發issue 的人是誰, 需要等到退issue的時候, 才能知道  名字顯示都是""Tester""  造成issue Tracking 時的困擾, 沒辦法知道開bug的人是誰,  (QCMC 那邊開的issue)    例如:  http://citrixgw/CORE_QITS/PROGRAM/ITS_Issue_Form.aspx?APPLID=BLY-0118",R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,沒辦法看到一發 的人是誰 需要退的 知道  名字顯示都是tester  造成 tracking 時的困擾 沒辦法知道開bug的人是誰   開的,4
新增2015年AMD 平台入QITS,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,新增年amd 平臺入qits,4
增加 Intel Braswell  平台在QITS選項,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,增加 inbraswell  平臺在qits選項,4
Can''t display MS8 Issue on Home Page.   初步懷疑是MS8在Nb3rd1 and Nb3rd2都有所導致 是否能將Nb3rd2的MS8刪除  謝謝,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,can''t display ms8  on home page.   初步懷疑是ms8在nb3rd1 and nb3rd2都有所導致 是否能將nb3rd2的ms8刪除,4
NB3RD1整個department不見 由於案子正在run 請麻煩幫忙盡快處理 感謝,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,nb3rd1整個department不見 案子run 請幫忙,4
Nb3rd1 Project can''t be closed. Please help to confirm it. TKS,R&D資訊系統,測試相關服務,【QITS】研發議題追蹤系統,相關操作詢問,資訊系統,nb3rd1 project can''t be closed. please help to confirm it. tks,4
"在送出表單時, 瀏覽器出現  有潛在風險, 且一直無法送出表單. 請幫忙處理, 謝謝",BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,資訊系統,在送出表單時 瀏覽器出現  有潛在風險 且無法送出表單.,4
#16678  BPM 資訊需求申請單 單號1700008807 被業務要求串簽兩位主管   10009065 Alan Chang (張耀文)  10202016 Richard Liu (劉玉成)  請協助設定,BPM平台系統,資訊類相關服務,資訊需求申請單,關卡流程詢問,資訊系統,bpm 資訊需求申請單 單號 被業務要求串簽兩位    alan chang       設定,4
"Hi, 我是MIS的PETER，我有一張資訊需求申請單，A1101633，好像卡住了，無法送出或更新，請幫忙看一下，謝謝!",BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,資訊系統,我是mis的peter我有一張資訊需求申請單a33卡住了無法送出或更新看一下,4
"要申請SAP帳號 ,  資訊需求申請單不知選擇哪個項目",BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,資訊系統,要申請sap帳號   資訊需求申請單不知選擇項目,4
BPM介面變英文、是否有選項改回中文？謝謝,BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,資訊系統,bpm介面變英文是否有選項改回中文,4
"1800010840 該單號流程到user處 , 但user看不到這張單 , 無法簽核",BPM平台系統,資訊類相關服務,資訊需求申請單,關卡流程詢問,資訊系統,該單號流程  但看不到這張單  無法簽核,4
"單號:APP0117021, User 申請一次,但我收到需要簽核三次",BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,資訊系統,單號app21  申請一次但我收到需要簽核三次,4
資訊需求申請單無法點開,BPM平台系統,資訊類相關服務,資訊需求申請單,系統無法登入,資訊系統,資訊需求申請單無法點開,4
qci -> sap -> change group id -> 新增 然後就掛掉了......exception,BPM平台系統,資訊類相關服務,資訊需求申請單,相關操作詢問,資訊系統,qci  sap  change group id  新增 就掛掉了......exception,4
#12062  未設定過，但整個BPM系統自動轉換為英文語系，請問如何切換回中文語系。,BPM平台系統,資訊類相關服務,資訊需求申請單,系統無法登入,資訊系統,未設定過但整個bpm系統自動轉換為英文語系請問切換回中文語系,4
信件寄出去沒有到寄件匣，請幫忙查看問題 #15645,網管,Outlook與郵件,Outlook,郵件無法收發,Outlook與郵件,信件寄出去沒有到寄件匣,0
