,1_sentence,2_sentence,3_y_predict,4_y_predict_name,5_answer,6_answer,7_y_predict_probability
4078,"部門,內轉,資訊需求申請單,流程,QCI,網管,加入網域,outlook,設定,帶到,之前,MIS,主管,修正",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.99972004', 'SAP:0.0000107440765', '其他:0.000068376365', '網路:0.0000046464233', '資訊系統:0.00019621692']"
8250,"Server,不明,原因,當掉,清楚,是否,病毒,入侵",,3,網路,2,其他,"['Outlook與郵件:0.0011225736', 'SAP:0.00082222425', '其他:0.39314017', '網路:0.60282683', '資訊系統:0.002088154']"
6705,"系統,安全性,記錄,已滿",,4,資訊系統,3,網路,"['Outlook與郵件:0.16013883', 'SAP:0.22556184', '其他:0.13181043', '網路:0.06383524', '資訊系統:0.41865364']"
2927,"雲端,會議室系統,北棟,154,會議室,沒有人,無法預訂",,3,網路,4,資訊系統,"['Outlook與郵件:0.0023666637', 'SAP:0.0011753313', '其他:0.009465148', '網路:0.9855187', '資訊系統:0.001474224']"
4901,"Please,help,me,cancel,application,form,due,to,wrong,entered,information",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.5817728', 'SAP:0.2132008', '其他:0.08075829', '網路:0.037121117', '資訊系統:0.08714703']"
2114,"密碼過期,無法登入,公司,網頁,收,mail,.........,etc",,3,網路,4,資訊系統,"['Outlook與郵件:0.11383892', 'SAP:0.0058665774', '其他:0.108076744', '網路:0.76112825', '資訊系統:0.011089525']"
7007,"詢問,NB,到,年限,以換,新,NB",,2,其他,4,資訊系統,"['Outlook與郵件:0.013948773', 'SAP:0.011563145', '其他:0.87400067', '網路:0.06456236', '資訊系統:0.03592499']"
5590,"one,spment,with,multiple,trd,party",,2,其他,1,SAP,"['Outlook與郵件:0.12110938', 'SAP:0.24814267', '其他:0.25877732', '網路:0.24107873', '資訊系統:0.13089181']"
1172,"PLM,系統,登入,密碼遺忘",,1,SAP,2,其他,"['Outlook與郵件:0.10951847', 'SAP:0.5231006', '其他:0.113661736', '網路:0.05583668', '資訊系統:0.19788244']"
4629,"In,QSMC,when,trying,to,access,customer,s,bug,tracking,web,site,I,always,get,無法顯示,網頁,Actually,ts,web,link,works,well,in,QCI",,0,Outlook與郵件,3,網路,"['Outlook與郵件:0.75052893', 'SAP:0.047132842', '其他:0.073169656', '網路:0.046860103', '資訊系統:0.08230844']"
6245,"1,進入,WINDOWS,後,出現,應用程式,正常,初始,0xc35,失敗,請,一下,確定,終止,應用程式,訊息,2,mail,新增,新增資料夾,當機",,0,Outlook與郵件,2,其他,"['Outlook與郵件:0.97916985', 'SAP:0.0030930475', '其他:0.005809852', '網路:0.0016881579', '資訊系統:0.010239079']"
8197,"部門,QDSM,系統,設定,三位,Admin,日前,發現,三位,Admin,mail,setting,部門,顯示,內容,Sope,設定,GR401,GR404,共四個,單位,新增,新增設備,時,notice,mail,只,發給,GR402,成員,Isabel,查詢,mail,settingGR402,Cynta,查無,資料,確定,是否,系統,異常,針對,管理者,允許,設定,這部份,確定,確切,功能,請,MIS",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.99781406', 'SAP:0.000008871495', '其他:0.0000113101905', '網路:0.00000076990966', '資訊系統:0.0021648963']"
1183,"會計科,目,4,稍早,前,登入,正常,線,再,登入,顯示,lock,住",,3,網路,1,SAP,"['Outlook與郵件:0.002086307', 'SAP:0.0008932539', '其他:0.0017003479', '網路:0.9949988', '資訊系統:0.00032132675']"
3098,"新,人,License,數量,夠,這兩天,同事,搶到,中午,搶,到,根本,無法,無法工作",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.7984775', 'SAP:0.059973344', '其他:0.02937108', '網路:0.01677355', '資訊系統:0.09540458']"
1075,"申請,網管,作業系統與印表機,作業系統,電腦無法登入,時,出現,下,錯誤訊息,Sys,WebForms,PageRequestManagerServerErrorException,伺服器,求時,發生,未知,錯誤,伺服器,傳回,狀態,500",,2,其他,4,資訊系統,"['Outlook與郵件:0.20343891', 'SAP:0.14993544', '其他:0.38876915', '網路:0.18224633', '資訊系統:0.0756101']"
5371,"調部,門,導致,現,部門主,無法,無法簽核",,2,其他,4,資訊系統,"['Outlook與郵件:0.1295804', 'SAP:0.20159619', '其他:0.30712724', '網路:0.104933366', '資訊系統:0.2567628']"
233,"home,頁面,無法顯示,show,黃色,error,頁面,無法,無法create,設定,project,0Q7,有此,案子",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.7758575', 'SAP:0.027196616', '其他:0.015323474', '網路:0.0034824053', '資訊系統:0.17814']"
5067,"部門,組織,變動,知道,尋問,COST,費用,修改",,2,其他,4,資訊系統,"['Outlook與郵件:0.10008678', 'SAP:0.2598651', '其他:0.34360275', '網路:0.19220808', '資訊系統:0.104237296']"
8130,"出差,中,可用,OCS",,2,其他,3,網路,"['Outlook與郵件:0.008244838', 'SAP:0.005467382', '其他:0.9250233', '網路:0.038272887', '資訊系統:0.022991551']"
3315,"這幾天,收到,win10x64,這封,mail,作業系統,win7",,0,Outlook與郵件,2,其他,"['Outlook與郵件:0.98858225', 'SAP:0.0013143218', '其他:0.003650795', '網路:0.00095155963', '資訊系統:0.0055010244']"
1057,"申請,2,張,內容,但現,無法,無法cancel",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.31080392', 'SAP:0.16122949', '其他:0.13327803', '網路:0.2041167', '資訊系統:0.19057184']"
5171,"my,laptop,cannot,connect,to,printer",,3,網路,2,其他,"['Outlook與郵件:0.00021978827', 'SAP:0.00007849043', '其他:0.0010968065', '網路:0.99849427', '資訊系統:0.000110549256']"
3145,"PDM,系統,執行,JAVA,時,無法,無法執行,Java,錯誤訊息,安全,因素,封鎖,應用程式,com,sun,deploy,security,BlockedException,例外,網站,清單,中,已,包括,位,html,檔案,代管,網站,應用程式,封鎖,應用程式,參照,多個,網域,資源,位置,jar,檔案,位,網域,未,包括,例外,網站,清單,中",,3,網路,2,其他,"['Outlook與郵件:0.10530376', 'SAP:0.027090156', '其他:0.29732925', '網路:0.52438545', '資訊系統:0.04589142']"
5140,"電腦重灌,需,加入網域",,3,網路,2,其他,"['Outlook與郵件:0.011774614', 'SAP:0.010052324', '其他:0.07399996', '網路:0.89303565', '資訊系統:0.011137546']"
5462,"遠端桌面,OUTLOOK,SKYPE,無法使用",,0,Outlook與郵件,3,網路,"['Outlook與郵件:0.9976246', 'SAP:0.0002448934', '其他:0.00087168586', '網路:0.00026552068', '資訊系統:0.0009933528']"
7634,"rita,ling,password,客戶,給的,網頁,無法進入,不知道,是否,擋,客人,mail,確認,portport,open,",,0,Outlook與郵件,3,網路,"['Outlook與郵件:0.9987294', 'SAP:0.00003586053', '其他:0.00011207906', '網路:0.0007936784', '資訊系統:0.00032891546']"
518,"excel,打開,後會,空白,頁,無法,無法直接,開啟,檔案,office,修復,功能,後,無法,無法解決",,2,其他,4,資訊系統,"['Outlook與郵件:0.00078903424', 'SAP:0.00023193362', '其他:0.98904', '網路:0.006249157', '資訊系統:0.003689926']"
2676,"安裝,安裝新,後,重啟,電腦,後,無法進入,windows,跑,新,跑到,失敗,復原,變更",,3,網路,2,其他,"['Outlook與郵件:0.0005212095', 'SAP:0.0004234996', '其他:0.0070862053', '網路:0.99167037', '資訊系統:0.00029872058']"
7355,"2,個月,薪資單,郵件,無法開啟",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.9821774', 'SAP:0.0028930067', '其他:0.004271703', '網路:0.0030358378', '資訊系統:0.0076220683']"
2684,"家裡,使用,sslvpn,連回,公司,無法使用,請,假動作",,3,網路,4,資訊系統,"['Outlook與郵件:0.0000024877636', 'SAP:0.00000066812896', '其他:0.00012562283', '網路:0.99987006', '資訊系統:0.0000012164476']"
511,"report,跑,很久,出不來",,2,其他,1,SAP,"['Outlook與郵件:0.11091255', 'SAP:0.26003402', '其他:0.3312656', '網路:0.15841128', '資訊系統:0.13937661']"
2272,"需,下載,ADOBE,日文,補丁,希望,開放權限",,2,其他,3,網路,"['Outlook與郵件:0.010565063', 'SAP:0.0073760664', '其他:0.76502633', '網路:0.19953123', '資訊系統:0.017501304']"
4890,"送出,表單,時,系統,出現錯誤,訊息,人,QSMC,出差,150,2188,8576",,3,網路,4,資訊系統,"['Outlook與郵件:0.19373779', 'SAP:0.12650183', '其他:0.21748729', '網路:0.2767117', '資訊系統:0.18556136']"
2226,"所屬機,器,固定資產,編號,軟體需求,無法顯示",,1,SAP,4,資訊系統,"['Outlook與郵件:0.16528164', 'SAP:0.5400368', '其他:0.10309044', '網路:0.115340404', '資訊系統:0.07625063']"
7184,"ftp,10.241,183.2,name,EPS,Password,eps,只能,進,入主,目錄,無法進入,子,目錄,資料夾,需,資訊處,Alan,Dai,討論",,2,其他,3,網路,"['Outlook與郵件:0.0023053295', 'SAP:0.0006649354', '其他:0.79685605', '網路:0.19849555', '資訊系統:0.0016780997']"
7348,"Creo,3.0,安裝,安裝後,打開,顯示,Invalid,feature,Name,錯誤,無法使用",,2,其他,4,資訊系統,"['Outlook與郵件:0.17580009', 'SAP:0.03806619', '其他:0.49126574', '網路:0.047196317', '資訊系統:0.24767163']"
1421,"wifi,連線,圖示,出現錯誤,訊息,RD,伺服器,需,輸入,認證",,3,網路,2,其他,"['Outlook與郵件:0.00012394953', 'SAP:0.00007177802', '其他:0.0036434038', '網路:0.9960936', '資訊系統:0.00006727639']"
5845,"HR,部份,印表機,皆,離線狀態",,3,網路,2,其他,"['Outlook與郵件:0.034737203', 'SAP:0.061305523', '其他:0.40263596', '網路:0.4621418', '資訊系統:0.039179444']"
5476,"excel,file,無法開啟",,2,其他,0,Outlook與郵件,"['Outlook與郵件:0.061964825', 'SAP:0.08618618', '其他:0.6033481', '網路:0.1556445', '資訊系統:0.09285645']"
7518,"半個,前,收到,MIS,mail,請,移除,Java,軟體,目前,發現,無法,無法pdf,file,加,浮水印,字體,Quanta,Confidential,字樣,report,上給,客人,希望,MIS,安裝,安裝Java,for,PDF,file,轉檔,佳,浮水印,字樣,report,客人",,2,其他,4,資訊系統,"['Outlook與郵件:0.006085762', 'SAP:0.00094161264', '其他:0.96583533', '網路:0.021928746', '資訊系統:0.005208564']"
1176,"登入,福委會網站,出現,無法顯示網頁",,1,SAP,4,資訊系統,"['Outlook與郵件:0.04167955', 'SAP:0.8402484', '其他:0.047310114', '網路:0.03957254', '資訊系統:0.031189365']"
3123,"OCS,使用到,一半會,自動,斷線,重,新,開啟,登錄,後,正常,使用,導致,溝通,訊息,遺失",,3,網路,2,其他,"['Outlook與郵件:0.012153095', 'SAP:0.0115014305', '其他:0.10097658', '網路:0.86978966', '資訊系統:0.0055792173']"
6388,"請教,客戶,之間,ME,3D,CAD,檔案,很大,mail,無法,無法公司,類似,ftp,給用,雙,上傳,下載,檔案,先,詢問,目前,公司,狀況,申請,流程,還未,確定,申請,mail,回覆",,2,其他,4,資訊系統,"['Outlook與郵件:0.11768244', 'SAP:0.0007774956', '其他:0.85809046', '網路:0.012438548', '資訊系統:0.011011103']"
5848,"2,5,申請,網點,開通,APP83,到,現在,無法使用",,2,其他,3,網路,"['Outlook與郵件:0.040745873', 'SAP:0.03792908', '其他:0.6957133', '網路:0.063598216', '資訊系統:0.16201353']"
2321,"操作,時,出現,帳戶,已,過期,錯誤訊息",,1,SAP,4,資訊系統,"['Outlook與郵件:0.059768632', 'SAP:0.8136348', '其他:0.043220337', '網路:0.014238327', '資訊系統:0.069137976']"
7023,"系統,很慢,無法使用,ps,倉庫,反應,系統,很慢",,4,資訊系統,1,SAP,"['Outlook與郵件:0.0063157147', 'SAP:0.0025153065', '其他:0.0054992395', '網路:0.00040025314', '資訊系統:0.9852695']"
5846,"說,過期,實際,應該,尚未,過期",,1,SAP,4,資訊系統,"['Outlook與郵件:0.06941538', 'SAP:0.58949685', '其他:0.19704919', '網路:0.06368116', '資訊系統:0.0803574']"
8319,"remote,desktop,上網,but,webpage,shows,license,expired",,4,資訊系統,3,網路,"['Outlook與郵件:0.06578282', 'SAP:0.015864916', '其他:0.05963878', '網路:0.012540605', '資訊系統:0.8461729']"
4984,"確認,一下,CAMP,Drive,使用,點選,顯示,已,配置,空間,0G,已,使用,空間,20.9,KB,之前,關閉,雲端,現在,本機,收信,是否",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.67071533', 'SAP:0.0011824971', '其他:0.00800078', '網路:0.00036936233', '資訊系統:0.31973207']"
4284,"IE,出現,元,件,安裝,安裝訊息,無法,無法安裝",,2,其他,3,網路,"['Outlook與郵件:0.0031351654', 'SAP:0.0024707655', '其他:0.9629434', '網路:0.022422895', '資訊系統:0.009027847']"
7052,"windwos,無法登入",,1,SAP,2,其他,"['Outlook與郵件:0.12132112', 'SAP:0.3798615', '其他:0.21786049', '網路:0.15231316', '資訊系統:0.12864368']"
7857,"網路,有通,郵件,突然,無法收發",,3,網路,0,Outlook與郵件,"['Outlook與郵件:0.060856845', 'SAP:0.00016758418', '其他:0.000873763', '網路:0.93758935', '資訊系統:0.0005125157']"
4428,"project,ID,YV3,ZMI1,頁面,中,無法,無法輸入,資料",,4,資訊系統,1,SAP,"['Outlook與郵件:0.080231756', 'SAP:0.26911885', '其他:0.13622619', '網路:0.030503636', '資訊系統:0.48391962']"
2283,"無法開啟,Skype,交談,紀錄,出現,下麵,錯誤視窗,執行,中,防止,危險,代碼,此表,單將,載入,一個,多個,物件,如須,詳細,資訊,管理員",,2,其他,0,Outlook與郵件,"['Outlook與郵件:0.021302031', 'SAP:0.0051947767', '其他:0.6928619', '網路:0.011045808', '資訊系統:0.26959544']"
8068,"TCBSI,physical,viewer,lisence,打開",,3,網路,4,資訊系統,"['Outlook與郵件:0.089905426', 'SAP:0.046123043', '其他:0.09103567', '網路:0.72882944', '資訊系統:0.044106454']"
2492,"自行,windows,xp,升級,windows,7,時,outlook,檔案,資料,遺失,是否,救回",,0,Outlook與郵件,2,其他,"['Outlook與郵件:0.97753114', 'SAP:0.0003392016', '其他:0.017542621', '網路:0.003778204', '資訊系統:0.00080883235']"
6370,"遠端桌面,連線,公司,電腦",,3,網路,2,其他,"['Outlook與郵件:0.00013367161', 'SAP:0.00006717253', '其他:0.0016173001', '網路:0.9980902', '資訊系統:0.00009162415']"
1870,"PDM,輸入密碼,後,無法,無法登,入",,1,SAP,4,資訊系統,"['Outlook與郵件:0.055632077', 'SAP:0.8132658', '其他:0.061206277', '網路:0.027313665', '資訊系統:0.04258228']"
4653,"硬碟損壞,換,硬碟,惟現,新,硬碟,1BT,非,原本,系統,750MB,是否,更改,系統,設定",,1,SAP,2,其他,"['Outlook與郵件:0.2659245', 'SAP:0.41542947', '其他:0.129075', '網路:0.0421774', '資訊系統:0.1473936']"
2375,"無法,無法遠端,登入,作業系統",,3,網路,2,其他,"['Outlook與郵件:0.051133104', 'SAP:0.06487124', '其他:0.11426934', '網路:0.72563463', '資訊系統:0.04409168']"
7533,"Email,adress,正常,應,顯示,英文,姓名",,1,SAP,0,Outlook與郵件,"['Outlook與郵件:0.25784224', 'SAP:0.42022386', '其他:0.108231075', '網路:0.14012675', '資訊系統:0.073576']"
1123,"出差,註,意,密碼過期,新",,2,其他,3,網路,"['Outlook與郵件:0.0013265385', 'SAP:0.0008086545', '其他:0.96759844', '網路:0.025773048', '資訊系統:0.0044933204']"
1142,"調閱,2015,9,29,9,30,OCS,對話,紀錄",,4,資訊系統,2,其他,"['Outlook與郵件:0.0006475912', 'SAP:0.000055626264', '其他:0.3101138', '網路:0.00022366284', '資訊系統:0.68895936']"
4750,"目前,人,QSMC,出差,需要,查,QSMC,庫存,遠端,安裝,安裝SAP,軟體",,3,網路,1,SAP,"['Outlook與郵件:0.0011717711', 'SAP:0.0009727418', '其他:0.0042076544', '網路:0.99317366', '資訊系統:0.00047413527']"
6482,"lync,整合,功能,疑問,無法,無法出現,收件,狀態,上線,綠燈",,2,其他,0,Outlook與郵件,"['Outlook與郵件:0.0011322038', 'SAP:0.0005651507', '其他:0.9876385', '網路:0.0055172374', '資訊系統:0.0051469775']"
4003,"1,網路,狀態,出現,未經,授權,2,執行,螢幕保護程式,輸入密碼,後,出現,工作站,主要,網域,間,信任,關係,失敗",,3,網路,2,其他,"['Outlook與郵件:0.0006601307', 'SAP:0.00046889248', '其他:0.016590882', '網路:0.98199534', '資訊系統:0.00028475036']"
794,"瀏覽器,安裝,安裝toolbar,pop,window,擋住,安裝,安裝三種,toolbar",,3,網路,2,其他,"['Outlook與郵件:0.09542764', 'SAP:0.09797612', '其他:0.19949313', '網路:0.5502343', '資訊系統:0.056868855']"
1566,"目前,需,匯入,大量,device,資訊,先前,提出,需求,新增,新增win8,8.1,OS,選項,但現,Excel,Import,匯入,win8,8.1,excel,table,function,work",,2,其他,4,資訊系統,"['Outlook與郵件:0.041525837', 'SAP:0.009416678', '其他:0.73085576', '網路:0.026682382', '資訊系統:0.19151938']"
1084,"WinSP1,無法,無法正確,安裝,安裝Visual,Studio,2015",,1,SAP,2,其他,"['Outlook與郵件:0.0672974', 'SAP:0.43973276', '其他:0.33847675', '網路:0.07008901', '資訊系統:0.08440403']"
5914,"點,開Mail,薪資,出現,adobe,reader,無法開啟,rpsg,檔案,類型,不售,支援,檔案,已,損壞,錯誤訊息,FAQ,去,存取,路徑,qrdcfs01,RMSclient,RMS,FIX,reg,無法存取",,4,資訊系統,0,Outlook與郵件,"['Outlook與郵件:0.0003952931', 'SAP:0.000023870867', '其他:0.011003337', '網路:0.000019455467', '資訊系統:0.98855805']"
4518,"Office2010,安裝",,1,SAP,2,其他,"['Outlook與郵件:0.10737355', 'SAP:0.50295454', '其他:0.19006461', '網路:0.08489371', '資訊系統:0.114713535']"
6336,"無法,無法outlook,開啟,加密,文件,還原,早,系統,原點,無效,已,收到,限制,權限,郵件,請,開啟,項目,讀取,其內,容",,4,資訊系統,0,Outlook與郵件,"['Outlook與郵件:0.10028864', 'SAP:0.0000018240112', '其他:0.000019332401', '網路:0.00000014503816', '資訊系統:0.89969003']"
453,"DNA,系統,看不到,BY,DEPARTMENT,資料",,1,SAP,4,資訊系統,"['Outlook與郵件:0.056539327', 'SAP:0.7040083', '其他:0.08559286', '網路:0.025489109', '資訊系統:0.12837036']"
8276,"週五,今,網路,顯示,已,連線,無法,無法網頁,Mail,網頁,時會,跳出,驗證,訊息",,0,Outlook與郵件,3,網路,"['Outlook與郵件:0.99792564', 'SAP:0.00009139654', '其他:0.0003115249', '網路:0.0007577532', '資訊系統:0.00091374194']"
932,"使用,IE,現已,停止,運作,錯誤,要求,重新,啟用,無法進入,BPM,作業系統,win7",,0,Outlook與郵件,2,其他,"['Outlook與郵件:0.6237309', 'SAP:0.0178984', '其他:0.109628215', '網路:0.016176254', '資訊系統:0.23256625']"
4247,"無法收發,信件,無法連結,外部,網站",,0,Outlook與郵件,3,網路,"['Outlook與郵件:0.97192883', 'SAP:0.00045533053', '其他:0.001168033', '網路:0.023706717', '資訊系統:0.0027411398']"
4640,"orcad,申請,電腦,名稱,目前,使,用電,腦名,稱,確定,導致,orcad,無法使用",,3,網路,4,資訊系統,"['Outlook與郵件:0.004730618', 'SAP:0.00392356', '其他:0.106066175', '網路:0.8820222', '資訊系統:0.003257394']"
789,"OfficeScan,無法更新",,1,SAP,2,其他,"['Outlook與郵件:0.12066644', 'SAP:0.43020004', '其他:0.20624067', '網路:0.11259272', '資訊系統:0.13030016']"
5112,"無法連線,到,模具廠,FTP",,2,其他,3,網路,"['Outlook與郵件:0.045623276', 'SAP:0.08238057', '其他:0.41048732', '網路:0.40719098', '資訊系統:0.054317873']"
5612,"電腦,登入,區域網路,時,密碼,輸入,錯誤,超過,登入,次數,限制,帳號,已,被鎖,無法登入",,0,Outlook與郵件,3,網路,"['Outlook與郵件:0.7061776', 'SAP:0.1582853', '其他:0.035367377', '網路:0.05165857', '資訊系統:0.048511144']"
4102,"當初,APP30,申請,台幹,WEB,帳號密碼,請假,不知道,開通,密碼",,2,其他,3,網路,"['Outlook與郵件:0.22335844', 'SAP:0.11267982', '其他:0.39202297', '網路:0.1256035', '資訊系統:0.1463353']"
970,"MRO,系統操作",,4,資訊系統,2,其他,"['Outlook與郵件:0.047464594', 'SAP:0.038978234', '其他:0.042340662', '網路:0.011889848', '資訊系統:0.8593267']"
2441,"無法,無法福委會網站,分棧",,2,其他,4,資訊系統,"['Outlook與郵件:0.103071265', 'SAP:0.24435376', '其他:0.36140278', '網路:0.1481338', '資訊系統:0.14303847']"
7940,"autoCAD,無法使用",,2,其他,4,資訊系統,"['Outlook與郵件:0.10231495', 'SAP:0.22683692', '其他:0.38970545', '網路:0.1420202', '資訊系統:0.13912246']"
2354,"出現,嘗式,連線,exchange,失敗,訊息",,3,網路,0,Outlook與郵件,"['Outlook與郵件:0.005664262', 'SAP:0.0050209505', '其他:0.022874558', '網路:0.96258163', '資訊系統:0.003858628']"
2227,"忙,request,TMPK9,TMPK4,TMPK5,些,已,WEB,LOG,上申,",,4,資訊系統,1,SAP,"['Outlook與郵件:0.26783684', 'SAP:0.04804363', '其他:0.049356736', '網路:0.015177759', '資訊系統:0.61958504']"
461,"網路,接口,無法連線,接口,編號,A127",,3,網路,2,其他,"['Outlook與郵件:0.000011821375', 'SAP:0.0000030118945', '其他:0.00011028779', '網路:0.9998692', '資訊系統:0.0000057763414']"
6206,"PDM,系統,鎖住,無法操作,需,立即",,2,其他,4,資訊系統,"['Outlook與郵件:0.053892087', 'SAP:0.05679027', '其他:0.62035674', '網路:0.12509564', '資訊系統:0.14386526']"
5288,"Android,安裝,安裝CAMP,預設,Outlook,行事曆,請問,設定,提醒,通知,可否,告知",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.9997265', 'SAP:0.000021783606', '其他:0.000070919006', '網路:0.000010931383', '資訊系統:0.00016979195']"
7087,"公司,推行,人,一機,電腦,使用,政策,請將,電腦,名稱,Q,移除,網域",,3,網路,2,其他,"['Outlook與郵件:0.0006967625', 'SAP:0.00049556955', '其他:0.14950728', '網路:0.84867924', '資訊系統:0.00062117854']"
4851,"Mytc01,效能,過慢",,1,SAP,0,Outlook與郵件,"['Outlook與郵件:0.12360866', 'SAP:0.5165691', '其他:0.15969008', '網路:0.08839457', '資訊系統:0.11173757']"
1087,"登入,記錄,上次,錯誤,無法登入",,3,網路,1,SAP,"['Outlook與郵件:0.014052484', 'SAP:0.012284676', '其他:0.04370718', '網路:0.9186349', '資訊系統:0.011320742']"
6400,"廣達,菁英,學校,無法,無法撥放,影片,可否,告知,需灌,軟體",,4,資訊系統,2,其他,"['Outlook與郵件:0.00003015744', 'SAP:0.0000014244748', '其他:0.0009375167', '網路:0.0000006129074', '資訊系統:0.99903035']"
7057,"收到,單號,PP34,簽核通知,非,相關人,員",,0,Outlook與郵件,4,資訊系統,"['Outlook與郵件:0.90849304', 'SAP:0.0034946385', '其他:0.0042676437', '網路:0.00091305125', '資訊系統:0.082831606']"
